,ID,trial,chooseDes,whichWorld,chooseTV,desWorld,whatIsDes,seqLength,desCount,desProp,RT.lev,RT.raw,RT.log,aniFlagCount,outcomeDesSeq,correct,desPropC,evidForChoice,undesCount,desDiff,diffForChoice,itemsForChoiceCount,chooseDes.m,desWorldC,chooseDesC,chooseDesF,desWorldF,RTq5,timingFlag,timingRelative
1175,86,X12,1,0,1,0,tv,4,3,0.75,15326,1654,7.410951876,0,1101,0,0.25,0.75,1,2,2,3,0,-1,1,chose desirable,undesirable fac.,"[7,2.1e+03]",FALSE,4
1176,87,X12,1,1,1,1,tv,7,4,0.571428571,739,3700,8.216088099,0,1010110,1,0.071428571,0.571428571,3,1,1,4,1,1,1,chose desirable,desirable fac.,"(3.34e+03,4.98e+03]",FALSE,400
1177,88,X12,1,1,1,1,tv,7,5,0.714285714,183,3586,8.184792654,0,1011110,1,0.214285714,0.714285714,2,3,3,5,1,1,1,chose desirable,desirable fac.,"(3.34e+03,4.98e+03]",FALSE,286
1179,90,X12,0,0,1,1,ph,7,1,0.142857143,216,3665,8.206583614,0,1000,0,-0.357142857,0.857142857,6,-5,5,6,0,1,-1,chose undesirable,desirable fac.,"(3.34e+03,4.98e+03]",FALSE,365
1180,91,X12,0,0,0,0,tv,7,2,0.285714286,278182,3313,8.105609402,0,100001,1,-0.214285714,0.714285714,5,-3,3,5,1,-1,-1,chose undesirable,undesirable fac.,"(2.1e+03,3.34e+03]",FALSE,13
1181,92,X12,1,1,1,1,tv,13,10,0.769230769,726,6808,8.82585367,0,1.10E+12,1,0.269230769,0.769230769,3,7,7,10,1,1,1,chose desirable,desirable fac.,"(4.98e+03,8.01e+03]",FALSE,208
1182,93,X12,0,1,1,0,ph,8,2,0.25,354,3940,8.278936002,0,100100,1,-0.25,0.75,6,-4,4,6,1,-1,-1,chose undesirable,undesirable fac.,"(3.34e+03,4.98e+03]",FALSE,90
1183,94,X12,1,1,1,1,tv,13,7,0.538461538,1816,7149,8.874727766,0,1.01E+12,1,0.038461538,0.538461538,6,1,1,7,1,1,1,chose desirable,desirable fac.,"(4.98e+03,8.01e+03]",FALSE,549
1184,95,X12,1,1,1,1,tv,8,7,0.875,831,4280,8.361708289,0,11111011,1,0.375,0.875,1,6,6,7,1,1,1,chose desirable,desirable fac.,"(3.34e+03,4.98e+03]",FALSE,430
1185,96,X12,1,0,0,1,ph,12,9,0.75,1446,6448,8.771525284,0,10110111111,1,0.25,0.75,3,6,6,9,1,1,1,chose desirable,desirable fac.,"(4.98e+03,8.01e+03]",FALSE,398
1186,97,X12,1,1,1,1,tv,8,4,0.5,418,3958,8.283494126,4,10110010,1,0,0.5,4,0,0,4,1,1,1,chose desirable,desirable fac.,"(3.34e+03,4.98e+03]",FALSE,108
1187,98,X12,1,1,0,0,ph,3,2,0.666666667,1791,1495,7.309881486,0,110,0,0.166666667,0.666666667,1,1,1,2,0,-1,1,chose desirable,undesirable fac.,"[7,2.1e+03]",FALSE,395
1188,99,X12,0,0,0,0,tv,33,10,0.303030303,557,17648,9.778377741,0,1.10E+31,1,-0.196969697,0.696969697,23,-13,13,23,1,-1,-1,chose undesirable,undesirable fac.,"(8.01e+03,8.89e+04]",FALSE,48
1189,1,X13,1,0,0,1,ph,6,5,0.833333333,420,3150,8.055157732,3,110111,1,0.333333333,0.833333333,1,4,4,5,1,1,1,chose desirable,desirable fac.,"(2.1e+03,3.34e+03]",FALSE,400
1190,2,X13,0,0,1,1,ph,9,4,0.444444444,316,4497,8.411165787,0,10101001,0,-0.055555556,0.555555556,5,-1,1,5,0,1,-1,chose undesirable,desirable fac.,"(3.34e+03,4.98e+03]",FALSE,97
1192,4,X13,1,0,0,1,ph,6,4,0.666666667,506,3226,8.078998259,0,11110,1,0.166666667,0.666666667,2,2,2,4,1,1,1,chose desirable,desirable fac.,"(2.1e+03,3.34e+03]",FALSE,476
1194,6,X13,1,1,1,1,tv,7,6,0.857142857,407,3678,8.210124405,0,1101111,1,0.357142857,0.857142857,1,5,5,6,1,1,1,chose desirable,desirable fac.,"(3.34e+03,4.98e+03]",FALSE,378
1195,7,X13,1,0,1,0,tv,7,4,0.571428571,18079,3443,8.144098463,0,1100110,0,0.071428571,0.571428571,3,1,1,4,0,-1,1,chose desirable,undesirable fac.,"(3.34e+03,4.98e+03]",FALSE,143
1196,8,X13,1,0,0,1,ph,6,5,0.833333333,1982,2801,7.937731775,0,101111,1,0.333333333,0.833333333,1,4,4,5,1,1,1,chose desirable,desirable fac.,"(2.1e+03,3.34e+03]",FALSE,51
1197,9,X13,0,1,0,1,tv,9,2,0.222222222,409,4802,8.476787777,2,110000000,0,-0.277777778,0.777777778,7,-5,5,7,0,1,-1,chose undesirable,desirable fac.,"(3.34e+03,4.98e+03]",FALSE,402
1198,10,X13,0,1,1,0,ph,21,10,0.476190476,807,11482,9.348535871,0,1.00E+17,1,-0.023809524,0.523809524,11,-1,1,11,1,-1,-1,chose undesirable,undesirable fac.,"(8.01e+03,8.89e+04]",FALSE,482
1199,11,X13,0,0,0,0,tv,6,2,0.333333333,672,3008,8.009030685,0,101000,1,-0.166666667,0.666666667,4,-2,2,4,1,-1,-1,chose undesirable,undesirable fac.,"(2.1e+03,3.34e+03]",FALSE,258
1200,12,X13,1,1,0,0,ph,3,0,0,404,1644,7.404887576,0,0,0,-0.5,0,3,-3,-3,0,0,-1,1,chose desirable,undesirable fac.,"[7,2.1e+03]",FALSE,544
1201,13,X13,0,1,0,1,tv,35,26,0.742857143,1524,19176,9.861414776,0,1.11E+34,0,0.242857143,0.257142857,9,17,-17,9,0,1,-1,chose undesirable,desirable fac.,"(8.01e+03,8.89e+04]",FALSE,476
1203,15,X13,0,1,1,0,ph,4,0,0,377,2040,7.620705087,2,0,1,-0.5,1,4,-4,4,4,1,-1,-1,chose undesirable,undesirable fac.,"[7,2.1e+03]",FALSE,390
1206,18,X13,0,0,1,1,ph,6,1,0.166666667,2026,2871,7.96241568,3,10000,0,-0.333333333,0.833333333,5,-4,4,5,0,1,-1,chose undesirable,desirable fac.,"(2.1e+03,3.34e+03]",FALSE,121
1207,19,X13,1,1,1,1,tv,11,7,0.636363636,1364,6033,8.704999678,5,10010111110,1,0.136363636,0.636363636,4,3,3,7,1,1,1,chose desirable,desirable fac.,"(4.98e+03,8.01e+03]",FALSE,533
1208,20,X13,1,0,0,1,ph,6,5,0.833333333,511,3192,8.068402959,0,110111,1,0.333333333,0.833333333,1,4,4,5,1,1,1,chose desirable,desirable fac.,"(2.1e+03,3.34e+03]",FALSE,442
1209,21,X13,1,0,1,0,tv,7,5,0.714285714,956,3395,8.13005904,0,111110,0,0.214285714,0.714285714,2,3,3,5,0,-1,1,chose desirable,undesirable fac.,"(3.34e+03,4.98e+03]",FALSE,95
1210,22,X13,0,0,0,0,tv,7,2,0.285714286,2440,3600,8.188689124,0,11,1,-0.214285714,0.714285714,5,-3,3,5,1,-1,-1,chose undesirable,undesirable fac.,"(3.34e+03,4.98e+03]",FALSE,300
1211,23,X13,0,0,0,0,tv,6,2,0.333333333,207,2976,7.998335396,0,1001,1,-0.166666667,0.666666667,4,-2,2,4,1,-1,-1,chose undesirable,undesirable fac.,"(2.1e+03,3.34e+03]",FALSE,226
1212,24,X13,0,1,0,1,tv,6,3,0.5,888,3165,8.059908335,0,110001,0,0,0.5,3,0,0,3,0,1,-1,chose undesirable,desirable fac.,"(2.1e+03,3.34e+03]",FALSE,415
1214,26,X13,1,0,1,0,tv,25,10,0.4,2550,13312,9.496421163,0,1.01E+23,0,-0.1,0.4,15,-5,-5,10,0,-1,1,chose desirable,undesirable fac.,"(8.01e+03,8.89e+04]",FALSE,112
1215,27,X13,1,0,1,0,tv,13,6,0.461538462,718,6635,8.800113947,0,11100100101,0,-0.038461538,0.461538462,7,-1,-1,6,0,-1,1,chose desirable,undesirable fac.,"(4.98e+03,8.01e+03]",FALSE,35
1216,28,X13,1,0,1,0,tv,52,26,0.5,1114,28472,10.25667643,0,1.10E+51,0,0,0.5,26,0,0,26,0,-1,1,chose desirable,undesirable fac.,"(8.01e+03,8.89e+04]",FALSE,422
1217,29,X13,0,1,1,0,ph,3,0,0,477,1568,7.357556201,0,0,1,-0.5,1,3,-3,3,3,1,-1,-1,chose undesirable,undesirable fac.,"[7,2.1e+03]",FALSE,468
1218,30,X13,0,0,1,1,ph,15,6,0.4,267,7943,8.980046317,0,1.10E+11,0,-0.1,0.6,9,-3,3,9,0,1,-1,chose undesirable,desirable fac.,"(4.98e+03,8.01e+03]",FALSE,243
1219,31,X13,1,1,1,1,tv,12,8,0.666666667,782,6471,8.775085935,0,1.01E+11,1,0.166666667,0.666666667,4,4,4,8,1,1,1,chose desirable,desirable fac.,"(4.98e+03,8.01e+03]",FALSE,421
1220,32,X13,1,1,1,1,tv,17,6,0.352941176,359,9183,9.125109228,0,1.11E+15,1,-0.147058824,0.352941176,11,-5,-5,6,1,1,1,chose desirable,desirable fac.,"(8.01e+03,8.89e+04]",FALSE,383
1221,33,X13,0,0,0,0,tv,22,10,0.454545455,982,11585,9.357466437,0,1.01E+17,1,-0.045454545,0.545454545,12,-2,2,12,1,-1,-1,chose undesirable,undesirable fac.,"(8.01e+03,8.89e+04]",FALSE,35
1222,34,X13,1,0,0,1,ph,8,6,0.75,453,4208,8.344742754,0,1101111,1,0.25,0.75,2,4,4,6,1,1,1,chose desirable,desirable fac.,"(3.34e+03,4.98e+03]",FALSE,358
1223,35,X13,0,1,1,0,ph,14,8,0.571428571,729,7241,8.887514597,0,1.01E+13,1,0.071428571,0.428571429,6,2,-2,6,1,-1,-1,chose undesirable,undesirable fac.,"(4.98e+03,8.01e+03]",FALSE,91
1224,36,X13,1,0,0,1,ph,7,5,0.714285714,1387,3795,8.24143969,0,1011110,1,0.214285714,0.714285714,2,3,3,5,1,1,1,chose desirable,desirable fac.,"(3.34e+03,4.98e+03]",FALSE,495
1225,37,X13,0,0,0,0,tv,10,3,0.3,28,5353,8.58541243,0,11100000,1,-0.2,0.7,7,-4,4,7,1,-1,-1,chose undesirable,undesirable fac.,"(4.98e+03,8.01e+03]",FALSE,403
1226,38,X13,0,0,0,0,tv,17,3,0.176470588,3893,9348,9.142917696,0,1100010000,1,-0.323529412,0.823529412,14,-11,11,14,1,-1,-1,chose undesirable,undesirable fac.,"(8.01e+03,8.89e+04]",FALSE,548
1227,39,X13,1,0,0,1,ph,13,9,0.692307692,394,6653,8.80282316,0,1.01E+12,1,0.192307692,0.692307692,4,5,5,9,1,1,1,chose desirable,desirable fac.,"(4.98e+03,8.01e+03]",FALSE,53
1228,40,X13,0,0,1,1,ph,9,3,0.333333333,3214,4560,8.425077903,0,110001000,0,-0.166666667,0.666666667,6,-3,3,6,0,1,-1,chose undesirable,desirable fac.,"(3.34e+03,4.98e+03]",FALSE,160
1229,41,X13,1,0,1,0,tv,4,3,0.75,575,2133,7.665284718,0,1110,0,0.25,0.75,1,2,2,3,0,-1,1,chose desirable,undesirable fac.,"(2.1e+03,3.34e+03]",FALSE,483
1230,42,X13,0,0,1,1,ph,3,1,0.333333333,34,1459,7.285506549,0,1,0,-0.166666667,0.666666667,2,-1,1,2,0,1,-1,chose undesirable,desirable fac.,"[7,2.1e+03]",FALSE,359
1231,43,X13,0,1,1,0,ph,6,2,0.333333333,397,2762,7.923710334,0,10001,1,-0.166666667,0.666666667,4,-2,2,4,1,-1,-1,chose undesirable,undesirable fac.,"(2.1e+03,3.34e+03]",FALSE,12
1232,44,X13,0,0,0,0,tv,5,2,0.4,797,2377,7.773594467,0,10010,1,-0.1,0.6,3,-1,1,3,1,-1,-1,chose undesirable,undesirable fac.,"(2.1e+03,3.34e+03]",FALSE,177
1233,45,X13,1,0,0,1,ph,11,8,0.727272727,1,5750,8.656955134,0,11100110111,1,0.227272727,0.727272727,3,5,5,8,1,1,1,chose desirable,desirable fac.,"(4.98e+03,8.01e+03]",FALSE,250
1234,46,X13,1,1,1,1,tv,14,10,0.714285714,555,7471,8.918784138,0,1.01E+13,1,0.214285714,0.714285714,4,6,6,10,1,1,1,chose desirable,desirable fac.,"(4.98e+03,8.01e+03]",FALSE,321
1235,47,X13,1,1,0,0,ph,8,4,0.5,859,3912,8.271804031,0,1110100,0,0,0.5,4,0,0,4,0,-1,1,chose desirable,undesirable fac.,"(3.34e+03,4.98e+03]",FALSE,62
1236,48,X13,1,1,1,1,tv,13,11,0.846153846,1761,6727,8.813884558,0,1.11E+11,1,0.346153846,0.846153846,2,9,9,11,1,1,1,chose desirable,desirable fac.,"(4.98e+03,8.01e+03]",FALSE,127
1237,49,X13,0,1,1,0,ph,9,3,0.333333333,388,4488,8.409162447,0,1010001,1,-0.166666667,0.666666667,6,-3,3,6,1,-1,-1,chose undesirable,undesirable fac.,"(3.34e+03,4.98e+03]",FALSE,88
1238,50,X13,1,0,0,1,ph,44,29,0.659090909,1048,23913,10.08217752,0,1.11E+42,1,0.159090909,0.659090909,15,14,14,29,1,1,1,chose desirable,desirable fac.,"(8.01e+03,8.89e+04]",FALSE,263
1239,51,X13,1,1,1,1,tv,9,6,0.666666667,647,4560,8.425077903,0,1110111,1,0.166666667,0.666666667,3,3,3,6,1,1,1,chose desirable,desirable fac.,"(3.34e+03,4.98e+03]",FALSE,160
1240,52,X13,0,0,0,0,tv,11,3,0.272727273,1035,5647,8.63887971,6,11000010000,1,-0.227272727,0.727272727,8,-5,5,8,1,-1,-1,chose undesirable,undesirable fac.,"(4.98e+03,8.01e+03]",FALSE,147
1241,53,X13,1,1,1,1,tv,10,8,0.8,7914,5389,8.592115118,0,1110101111,1,0.3,0.8,2,6,6,8,1,1,1,chose desirable,desirable fac.,"(4.98e+03,8.01e+03]",FALSE,439
1243,55,X13,0,1,0,1,tv,5,2,0.4,471,2335,7.75576717,0,10001,0,-0.1,0.6,3,-1,1,3,0,1,-1,chose undesirable,desirable fac.,"(2.1e+03,3.34e+03]",FALSE,135
1244,56,X13,1,0,1,0,tv,10,6,0.6,79,4976,8.512381634,0,110101110,0,0.1,0.6,4,2,2,6,0,-1,1,chose desirable,undesirable fac.,"(3.34e+03,4.98e+03]",FALSE,26
1245,57,X13,0,1,1,0,ph,26,10,0.384615385,709,14200,9.560997244,0,1.10E+23,1,-0.115384615,0.615384615,16,-6,6,16,1,-1,-1,chose undesirable,undesirable fac.,"(8.01e+03,8.89e+04]",FALSE,450
1246,58,X13,0,0,0,0,tv,8,2,0.25,25569,4192,8.340933226,0,1100000,1,-0.25,0.75,6,-4,4,6,1,-1,-1,chose undesirable,undesirable fac.,"(3.34e+03,4.98e+03]",FALSE,342
1247,59,X13,1,1,1,1,tv,13,8,0.615384615,824,6776,8.821142236,0,1.00E+12,1,0.115384615,0.615384615,5,3,3,8,1,1,1,chose desirable,desirable fac.,"(4.98e+03,8.01e+03]",FALSE,176
1248,60,X13,0,0,0,0,tv,7,1,0.142857143,2008,3423,8.138272639,0,10000,1,-0.357142857,0.857142857,6,-5,5,6,1,-1,-1,chose undesirable,undesirable fac.,"(3.34e+03,4.98e+03]",FALSE,123
1250,62,X13,1,0,0,1,ph,18,13,0.722222222,849,9775,9.187583385,0,1.11E+17,1,0.222222222,0.722222222,5,8,8,13,1,1,1,chose desirable,desirable fac.,"(8.01e+03,8.89e+04]",FALSE,425
1251,63,X13,0,1,1,0,ph,18,9,0.5,885,9841,9.194312611,0,1.00E+17,1,0,0.5,9,0,0,9,1,-1,-1,chose undesirable,undesirable fac.,"(8.01e+03,8.89e+04]",FALSE,491
1252,64,X13,0,0,0,0,tv,23,9,0.391304348,28,12274,9.415238483,0,1.10E+20,1,-0.108695652,0.608695652,14,-5,5,14,1,-1,-1,chose undesirable,undesirable fac.,"(8.01e+03,8.89e+04]",FALSE,174
1253,65,X13,1,1,1,1,tv,6,5,0.833333333,1138,2765,7.924795914,0,111011,1,0.333333333,0.833333333,1,4,4,5,1,1,1,chose desirable,desirable fac.,"(2.1e+03,3.34e+03]",FALSE,15
1254,66,X13,0,0,0,0,tv,15,5,0.333333333,932,7834,8.966228514,0,1.00E+12,1,-0.166666667,0.666666667,10,-5,5,10,1,-1,-1,chose undesirable,undesirable fac.,"(4.98e+03,8.01e+03]",FALSE,134
1255,67,X13,1,0,0,1,ph,9,4,0.444444444,834,4671,8.449128461,0,101100100,1,-0.055555556,0.444444444,5,-1,-1,4,1,1,1,chose desirable,desirable fac.,"(3.34e+03,4.98e+03]",FALSE,271
1256,68,X13,0,1,1,0,ph,8,3,0.375,782,4223,8.348301055,0,10110000,1,-0.125,0.625,5,-2,2,5,1,-1,-1,chose undesirable,undesirable fac.,"(3.34e+03,4.98e+03]",FALSE,373
1257,69,X13,0,0,0,0,tv,50,19,0.38,36688,27139,10.20872709,0,1.00E+49,1,-0.12,0.62,31,-12,12,31,1,-1,-1,chose undesirable,undesirable fac.,"(8.01e+03,8.89e+04]",FALSE,189
1258,70,X13,1,0,1,0,tv,7,5,0.714285714,1043,3570,8.180320875,0,111101,0,0.214285714,0.714285714,2,3,3,5,0,-1,1,chose desirable,undesirable fac.,"(3.34e+03,4.98e+03]",FALSE,270
1259,71,X13,1,0,0,1,ph,9,4,0.444444444,15341,4893,8.495560891,0,101001100,1,-0.055555556,0.444444444,5,-1,-1,4,1,1,1,chose desirable,desirable fac.,"(3.34e+03,4.98e+03]",FALSE,493
1260,72,X13,1,0,1,0,tv,28,11,0.392857143,382,15249,9.632269206,0,1.10E+26,0,-0.107142857,0.392857143,17,-6,-6,11,0,-1,1,chose desirable,undesirable fac.,"(8.01e+03,8.89e+04]",FALSE,399
1261,73,X13,0,1,1,0,ph,5,2,0.4,1235,2307,7.743703258,0,11,1,-0.1,0.6,3,-1,1,3,1,-1,-1,chose undesirable,undesirable fac.,"(2.1e+03,3.34e+03]",FALSE,107
1262,74,X13,1,0,0,1,ph,7,6,0.857142857,894,3680,8.210668031,0,111111,1,0.357142857,0.857142857,1,5,5,6,1,1,1,chose desirable,desirable fac.,"(3.34e+03,4.98e+03]",FALSE,380
1263,75,X13,0,0,0,0,tv,7,3,0.428571429,708,3601,8.188966864,0,100011,1,-0.071428571,0.571428571,4,-1,1,4,1,-1,-1,chose undesirable,undesirable fac.,"(3.34e+03,4.98e+03]",FALSE,301
1264,76,X13,0,0,1,1,ph,15,5,0.333333333,909,8145,9.005159521,0,1.10E+13,0,-0.166666667,0.666666667,10,-5,5,10,0,1,-1,chose undesirable,desirable fac.,"(8.01e+03,8.89e+04]",FALSE,445
1265,77,X13,1,1,1,1,tv,5,3,0.6,453,2736,7.914252279,0,1110,1,0.1,0.6,2,1,1,3,1,1,1,chose desirable,desirable fac.,"(2.1e+03,3.34e+03]",FALSE,536
1266,78,X13,0,0,1,1,ph,10,5,0.5,2031,5128,8.542470999,0,100100111,0,0,0.5,5,0,0,5,0,1,-1,chose undesirable,desirable fac.,"(4.98e+03,8.01e+03]",FALSE,178
1267,79,X13,1,1,0,0,ph,3,2,0.666666667,478,1561,7.353081921,0,110,0,0.166666667,0.666666667,1,1,1,2,0,-1,1,chose desirable,undesirable fac.,"[7,2.1e+03]",FALSE,461
1268,80,X13,0,1,1,0,ph,17,8,0.470588235,323,9041,9.109525067,0,1.10E+16,1,-0.029411765,0.529411765,9,-1,1,9,1,-1,-1,chose undesirable,undesirable fac.,"(8.01e+03,8.89e+04]",FALSE,241
1269,81,X13,1,0,0,1,ph,33,25,0.757575758,14177,17792,9.786504197,0,1.11E+32,1,0.257575758,0.757575758,8,17,17,25,1,1,1,chose desirable,desirable fac.,"(8.01e+03,8.89e+04]",FALSE,192
1270,82,X13,1,0,0,1,ph,6,3,0.5,1032,2752,7.920083199,0,110100,1,0,0.5,3,0,0,3,1,1,1,chose desirable,desirable fac.,"(2.1e+03,3.34e+03]",FALSE,2
1271,83,X13,1,1,0,0,ph,7,5,0.714285714,111,3723,8.222285074,0,1100111,0,0.214285714,0.714285714,2,3,3,5,0,-1,1,chose desirable,undesirable fac.,"(3.34e+03,4.98e+03]",FALSE,423
1273,85,X13,0,1,1,0,ph,16,6,0.375,378,8796,9.082052352,0,1.10E+13,1,-0.125,0.625,10,-4,4,10,1,-1,-1,chose undesirable,undesirable fac.,"(8.01e+03,8.89e+04]",FALSE,546
1274,86,X13,1,1,1,1,tv,4,4,1,629,1784,7.486613313,0,1111,1,0.5,1,0,4,4,4,1,1,1,chose desirable,desirable fac.,"[7,2.1e+03]",FALSE,134
1275,87,X13,1,1,1,1,tv,5,4,0.8,388,2658,7.885329239,0,11011,1,0.3,0.8,1,3,3,4,1,1,1,chose desirable,desirable fac.,"(2.1e+03,3.34e+03]",FALSE,458
1276,88,X13,0,0,0,0,tv,3,0,0,1,1494,7.309212366,0,0,1,-0.5,1,3,-3,3,3,1,-1,-1,chose undesirable,undesirable fac.,"[7,2.1e+03]",FALSE,394
1278,90,X13,0,1,1,0,ph,7,5,0.714285714,774,3475,8.153349758,0,111101,1,0.214285714,0.285714286,2,3,-3,2,1,-1,-1,chose undesirable,undesirable fac.,"(3.34e+03,4.98e+03]",FALSE,175
1279,91,X13,0,0,0,0,tv,6,1,0.166666667,952,3289,8.098338846,0,10,1,-0.333333333,0.833333333,5,-4,4,5,1,-1,-1,chose undesirable,undesirable fac.,"(2.1e+03,3.34e+03]",FALSE,539
1280,92,X13,0,1,0,1,tv,38,19,0.5,24935,20808,9.943092807,0,1.11E+37,0,0,0.5,19,0,0,19,0,1,-1,chose undesirable,desirable fac.,"(8.01e+03,8.89e+04]",FALSE,458
1281,93,X13,1,0,0,1,ph,5,4,0.8,544,2243,7.715569535,0,11110,1,0.3,0.8,1,3,3,4,1,1,1,chose desirable,desirable fac.,"(2.1e+03,3.34e+03]",FALSE,43
1282,94,X13,1,0,1,0,tv,12,7,0.583333333,1680,6581,8.791941988,0,11011011100,0,0.083333333,0.583333333,5,2,2,7,0,-1,1,chose desirable,undesirable fac.,"(4.98e+03,8.01e+03]",FALSE,531
1283,95,X13,0,1,0,1,tv,7,2,0.285714286,1086,3641,8.200013648,0,1000001,0,-0.214285714,0.714285714,5,-3,3,5,0,1,-1,chose undesirable,desirable fac.,"(3.34e+03,4.98e+03]",FALSE,341
1284,96,X13,1,0,0,1,ph,19,11,0.578947368,855,10288,9.238733446,0,1.00E+17,1,0.078947368,0.578947368,8,3,3,11,1,1,1,chose desirable,desirable fac.,"(8.01e+03,8.89e+04]",FALSE,388
1285,97,X13,1,1,1,1,tv,6,4,0.666666667,632,3208,8.073402969,3,11110,1,0.166666667,0.666666667,2,2,2,4,1,1,1,chose desirable,desirable fac.,"(2.1e+03,3.34e+03]",FALSE,458
1286,98,X13,1,0,0,1,ph,7,5,0.714285714,2050,3421,8.137688185,0,1001111,1,0.214285714,0.714285714,2,3,3,5,1,1,1,chose desirable,desirable fac.,"(3.34e+03,4.98e+03]",FALSE,121
1287,99,X13,1,1,1,1,tv,16,11,0.6875,887,8449,9.04180337,0,1.10E+15,1,0.1875,0.6875,5,6,6,11,1,1,1,chose desirable,desirable fac.,"(8.01e+03,8.89e+04]",FALSE,199
1288,1,X14,0,1,1,0,ph,8,2,0.25,635,3982,8.289539485,4,10000100,1,-0.25,0.75,6,-4,4,6,1,-1,-1,chose undesirable,undesirable fac.,"(3.34e+03,4.98e+03]",FALSE,132
1289,2,X14,0,0,1,1,ph,8,3,0.375,561,3930,8.276394705,0,1010001,0,-0.125,0.625,5,-2,2,5,0,1,-1,chose undesirable,desirable fac.,"(3.34e+03,4.98e+03]",FALSE,80
1291,4,X14,1,0,0,1,ph,7,6,0.857142857,473,3796,8.24170316,0,1111011,1,0.357142857,0.857142857,1,5,5,6,1,1,1,chose desirable,desirable fac.,"(3.34e+03,4.98e+03]",FALSE,496
1293,6,X14,0,1,0,1,tv,12,6,0.5,420,6303,8.74878099,0,11010110001,0,0,0.5,6,0,0,6,0,1,-1,chose undesirable,desirable fac.,"(4.98e+03,8.01e+03]",FALSE,253
1294,7,X14,0,1,0,1,tv,7,4,0.571428571,2996,3352,8.117312462,0,1010011,0,0.071428571,0.428571429,3,1,-1,3,0,1,-1,chose undesirable,desirable fac.,"(3.34e+03,4.98e+03]",FALSE,52
1295,8,X14,1,0,0,1,ph,8,4,0.5,1355,4054,8.307459327,0,1110010,1,0,0.5,4,0,0,4,1,1,1,chose desirable,desirable fac.,"(3.34e+03,4.98e+03]",FALSE,204
1296,9,X14,0,0,0,0,tv,12,4,0.333333333,413,6569,8.790116893,5,11100100000,1,-0.166666667,0.666666667,8,-4,4,8,1,-1,-1,chose undesirable,undesirable fac.,"(4.98e+03,8.01e+03]",FALSE,519
1297,10,X14,1,0,0,1,ph,9,7,0.777777778,653,4724,8.460411177,0,101110111,1,0.277777778,0.777777778,2,5,5,7,1,1,1,chose desirable,desirable fac.,"(3.34e+03,4.98e+03]",FALSE,324
1298,11,X14,1,0,1,0,tv,6,3,0.5,404,3288,8.098034756,0,11100,0,0,0.5,3,0,0,3,0,-1,1,chose desirable,undesirable fac.,"(2.1e+03,3.34e+03]",FALSE,538
1299,12,X14,1,1,0,0,ph,4,0,0,679,1821,7.50714108,0,0,0,-0.5,0,4,-4,-4,0,0,-1,1,chose desirable,undesirable fac.,"[7,2.1e+03]",FALSE,171
1300,13,X14,1,1,1,1,tv,7,6,0.857142857,1764,3723,8.222285074,0,1011111,1,0.357142857,0.857142857,1,5,5,6,1,1,1,chose desirable,desirable fac.,"(3.34e+03,4.98e+03]",FALSE,423
1302,15,X14,1,0,0,1,ph,6,5,0.833333333,3339,2886,7.967626739,3,101111,1,0.333333333,0.833333333,1,4,4,5,1,1,1,chose desirable,desirable fac.,"(2.1e+03,3.34e+03]",FALSE,136
1306,19,X14,1,1,1,1,tv,15,9,0.6,1779,8129,9.003193194,7,1.01E+14,1,0.1,0.6,6,3,3,9,1,1,1,chose desirable,desirable fac.,"(8.01e+03,8.89e+04]",FALSE,429
1307,20,X14,1,0,0,1,ph,11,6,0.545454545,623,5584,8.627660644,0,101101110,1,0.045454545,0.545454545,5,1,1,6,1,1,1,chose desirable,desirable fac.,"(4.98e+03,8.01e+03]",FALSE,84
1308,21,X14,1,1,1,1,tv,9,4,0.444444444,1507,4499,8.411610429,0,10100110,1,-0.055555556,0.444444444,5,-1,-1,4,1,1,1,chose desirable,desirable fac.,"(3.34e+03,4.98e+03]",FALSE,99
1309,22,X14,1,0,1,0,tv,6,4,0.666666667,330,2901,7.972810784,0,11110,0,0.166666667,0.666666667,2,2,2,4,0,-1,1,chose desirable,undesirable fac.,"(2.1e+03,3.34e+03]",FALSE,151
1310,23,X14,1,0,1,0,tv,7,5,0.714285714,86,3553,8.175547596,0,111101,0,0.214285714,0.714285714,2,3,3,5,0,-1,1,chose desirable,undesirable fac.,"(3.34e+03,4.98e+03]",FALSE,253
1311,24,X14,0,1,0,1,tv,11,5,0.454545455,1159,5671,8.643120748,0,11001001001,0,-0.045454545,0.545454545,6,-1,1,6,0,1,-1,chose undesirable,desirable fac.,"(4.98e+03,8.01e+03]",FALSE,171
1313,26,X14,1,0,1,0,tv,14,10,0.714285714,1751,7447,8.915566546,0,1.10E+12,0,0.214285714,0.714285714,4,6,6,10,0,-1,1,chose desirable,undesirable fac.,"(4.98e+03,8.01e+03]",FALSE,297
1314,27,X14,1,1,1,1,tv,4,4,1,925,2138,7.667626092,0,1111,1,0.5,1,0,4,4,4,1,1,1,chose desirable,desirable fac.,"(2.1e+03,3.34e+03]",FALSE,488
1315,28,X14,0,0,0,0,tv,25,9,0.36,995,13329,9.497697392,0,1.01E+20,1,-0.14,0.64,16,-7,7,16,1,-1,-1,chose undesirable,undesirable fac.,"(8.01e+03,8.89e+04]",FALSE,129
