,ID,trial,chooseDes,whichWorld,chooseTV,desWorld,whatIsDes,seqLength,desCount,desProp,RT.lev,RT.raw,RT.log,aniFlagCount,outcomeDesSeq,correct,desPropC,evidForChoice,undesCount,desDiff,diffForChoice,itemsForChoiceCount,chooseDes.m,desWorldC,chooseDesC,chooseDesF,desWorldF,RTq5,timingFlag,timingRelative
2156,66,X23,0,0,0,0,tv,35,18,0.514285714,22,19031,9.853824508,0,1.11E+34,1,0.014285714,0.485714286,17,1,-1,17,1,-1,-1,chose undesirable,undesirable fac.,"(7.41e+03,2.03e+05]",FALSE,331
2158,68,X23,1,1,0,0,ph,10,6,0.6,509,4999,8.516993171,0,111001101,0,0.1,0.6,4,2,2,6,0,-1,1,chose desirable,undesirable fac.,"(4.69e+03,7.41e+03]",FALSE,49
2159,69,X23,0,0,1,1,ph,4,1,0.25,579,1850,7.522940918,0,100,0,-0.25,0.75,3,-2,2,3,0,1,-1,chose undesirable,desirable fac.,"[1,2.08e+03]",FALSE,200
2162,72,X23,1,1,1,1,tv,8,5,0.625,953,3895,8.267448958,0,1001111,1,0.125,0.625,3,2,2,5,1,1,1,chose desirable,desirable fac.,"(3.23e+03,4.69e+03]",FALSE,45
2163,73,X23,1,0,0,1,ph,6,5,0.833333333,624,2980,7.999678579,1,11111,1,0.333333333,0.833333333,1,4,4,5,1,1,1,chose desirable,desirable fac.,"(2.08e+03,3.23e+03]",FALSE,230
2164,74,X23,1,0,0,1,ph,8,7,0.875,791,4271,8.359603271,0,1111111,1,0.375,0.875,1,6,6,7,1,1,1,chose desirable,desirable fac.,"(3.23e+03,4.69e+03]",FALSE,421
2165,75,X23,0,0,0,0,tv,14,5,0.357142857,5572,7295,8.894944461,1,1.10E+12,1,-0.142857143,0.642857143,9,-4,4,9,1,-1,-1,chose undesirable,undesirable fac.,"(4.69e+03,7.41e+03]",FALSE,145
2168,78,X23,0,0,0,0,tv,5,1,0.2,606,2351,7.762596049,0,100,1,-0.3,0.8,4,-3,3,4,1,-1,-1,chose undesirable,undesirable fac.,"(2.08e+03,3.23e+03]",FALSE,151
2169,79,X23,1,1,1,1,tv,12,6,0.5,481,6068,8.71078434,0,1.00E+11,1,0,0.5,6,0,0,6,1,1,1,chose desirable,desirable fac.,"(4.69e+03,7.41e+03]",FALSE,18
2170,80,X23,0,0,1,1,ph,19,9,0.473684211,857,10441,9.253495642,0,1.01E+14,0,-0.026315789,0.526315789,10,-1,1,10,0,1,-1,chose undesirable,desirable fac.,"(7.41e+03,2.03e+05]",FALSE,541
2171,81,X23,0,0,1,1,ph,7,4,0.571428571,1020,3674,8.209036266,0,110011,0,0.071428571,0.428571429,3,1,-1,3,0,1,-1,chose undesirable,desirable fac.,"(3.23e+03,4.69e+03]",FALSE,374
2172,82,X23,0,0,0,0,tv,7,3,0.428571429,87,3325,8.109224953,0,1010001,1,-0.071428571,0.571428571,4,-1,1,4,1,-1,-1,chose undesirable,undesirable fac.,"(3.23e+03,4.69e+03]",FALSE,25
2173,83,X23,0,1,1,0,ph,14,7,0.5,459,7550,8.929302842,0,1.01E+13,1,0,0.5,7,0,0,7,1,-1,-1,chose undesirable,undesirable fac.,"(7.41e+03,2.03e+05]",FALSE,400
2174,84,X23,1,0,0,1,ph,5,4,0.8,79,2729,7.911690521,0,10111,1,0.3,0.8,1,3,3,4,1,1,1,chose desirable,desirable fac.,"(2.08e+03,3.23e+03]",FALSE,529
2176,86,X23,0,1,0,1,tv,17,7,0.411764706,687,8935,9.097731428,0,1.11E+16,0,-0.088235294,0.588235294,10,-3,3,10,0,1,-1,chose undesirable,desirable fac.,"(7.41e+03,2.03e+05]",FALSE,135
2177,87,X23,1,0,0,1,ph,7,3,0.428571429,1369,3493,8.158516245,0,101001,1,-0.071428571,0.428571429,4,-1,-1,3,1,1,1,chose desirable,desirable fac.,"(3.23e+03,4.69e+03]",FALSE,193
2178,88,X23,1,0,0,1,ph,11,7,0.636363636,582,6040,8.706159291,0,1110100111,1,0.136363636,0.636363636,4,3,3,7,1,1,1,chose desirable,desirable fac.,"(4.69e+03,7.41e+03]",FALSE,540
2179,89,X23,0,0,0,0,tv,4,1,0.25,328085,1801,7.496097345,0,1,1,-0.25,0.75,3,-2,2,3,1,-1,-1,chose undesirable,undesirable fac.,"[1,2.08e+03]",FALSE,151
2180,90,X23,1,0,0,1,ph,9,5,0.555555556,712,4736,8.462948177,0,111001010,1,0.055555556,0.555555556,4,1,1,5,1,1,1,chose desirable,desirable fac.,"(4.69e+03,7.41e+03]",FALSE,336
2181,91,X23,0,0,0,0,tv,20,8,0.4,1397,10683,9.276408972,0,1.00E+19,1,-0.1,0.6,12,-4,4,12,1,-1,-1,chose undesirable,undesirable fac.,"(7.41e+03,2.03e+05]",FALSE,233
2182,92,X23,0,0,0,0,tv,7,2,0.285714286,622,3552,8.175266104,0,1001000,1,-0.214285714,0.714285714,5,-3,3,5,1,-1,-1,chose undesirable,undesirable fac.,"(3.23e+03,4.69e+03]",FALSE,252
2183,93,X23,0,0,1,1,ph,2,1,0.5,1764,697,6.546785411,0,1,0,0,0.5,1,0,0,1,0,1,-1,chose undesirable,desirable fac.,"[1,2.08e+03]",FALSE,147
2184,94,X23,1,0,0,1,ph,6,5,0.833333333,230,2896,7.971085754,0,101111,1,0.333333333,0.833333333,1,4,4,5,1,1,1,chose desirable,desirable fac.,"(2.08e+03,3.23e+03]",FALSE,146
2185,95,X23,0,1,0,1,tv,11,3,0.272727273,768,5928,8.687442167,0,10010001000,0,-0.227272727,0.727272727,8,-5,5,8,0,1,-1,chose undesirable,desirable fac.,"(4.69e+03,7.41e+03]",FALSE,428
2186,1,X24,1,1,0,0,ph,6,5,0.833333333,211,2891,7.969357742,0,110111,0,0.333333333,0.833333333,1,4,4,5,0,-1,1,chose desirable,undesirable fac.,"(2.08e+03,3.23e+03]",FALSE,141
2187,2,X24,1,1,0,0,ph,9,5,0.555555556,58,4704,8.45616849,0,10101110,0,0.055555556,0.555555556,4,1,1,5,0,-1,1,chose desirable,undesirable fac.,"(4.69e+03,7.41e+03]",FALSE,304
2188,3,X24,1,1,1,1,tv,6,4,0.666666667,452,2822,7.945201132,0,110110,1,0.166666667,0.666666667,2,2,2,4,1,1,1,chose desirable,desirable fac.,"(2.08e+03,3.23e+03]",FALSE,72
2189,4,X24,1,1,1,1,tv,22,13,0.590909091,231,11831,9.378478484,0,1.10E+21,1,0.090909091,0.590909091,9,4,4,13,1,1,1,chose desirable,desirable fac.,"(7.41e+03,2.03e+05]",FALSE,281
2193,8,X24,1,0,1,0,tv,27,11,0.407407407,163,14735,9.597980895,0,1.01E+18,0,-0.092592593,0.407407407,16,-5,-5,11,0,-1,1,chose desirable,undesirable fac.,"(7.41e+03,2.03e+05]",FALSE,435
2194,9,X24,1,1,1,1,tv,12,7,0.583333333,940,6542,8.785998208,6,1.01E+11,1,0.083333333,0.583333333,5,2,2,7,1,1,1,chose desirable,desirable fac.,"(4.69e+03,7.41e+03]",FALSE,492
2196,11,X24,0,1,0,1,tv,7,3,0.428571429,915,3660,8.205218426,0,1100010,0,-0.071428571,0.571428571,4,-1,1,4,0,1,-1,chose undesirable,desirable fac.,"(3.23e+03,4.69e+03]",FALSE,360
2197,12,X24,0,1,1,0,ph,8,3,0.375,470,4002,8.294549515,0,10010001,1,-0.125,0.625,5,-2,2,5,1,-1,-1,chose undesirable,undesirable fac.,"(3.23e+03,4.69e+03]",FALSE,152
2198,13,X24,1,1,1,1,tv,5,4,0.8,826,2233,7.711101252,0,10111,1,0.3,0.8,1,3,3,4,1,1,1,chose desirable,desirable fac.,"(2.08e+03,3.23e+03]",FALSE,33
2199,14,X24,1,1,1,1,tv,10,6,0.6,271,5198,8.556029215,5,101101110,1,0.1,0.6,4,2,2,6,1,1,1,chose desirable,desirable fac.,"(4.69e+03,7.41e+03]",FALSE,248
2200,15,X24,1,0,1,0,tv,5,3,0.6,109,2586,7.857867559,0,1110,0,0.1,0.6,2,1,1,3,0,-1,1,chose desirable,undesirable fac.,"(2.08e+03,3.23e+03]",FALSE,386
2201,16,X24,1,1,1,1,tv,9,4,0.444444444,647,4408,8.391176351,0,101011000,1,-0.055555556,0.444444444,5,-1,-1,4,1,1,1,chose desirable,desirable fac.,"(3.23e+03,4.69e+03]",FALSE,8
2202,17,X24,0,1,1,0,ph,7,2,0.285714286,696,3573,8.181160858,0,1001000,1,-0.214285714,0.714285714,5,-3,3,5,1,-1,-1,chose undesirable,undesirable fac.,"(3.23e+03,4.69e+03]",FALSE,273
2203,18,X24,1,0,0,1,ph,4,2,0.5,501,2134,7.665753432,0,110,1,0,0.5,2,0,0,2,1,1,1,chose desirable,desirable fac.,"(2.08e+03,3.23e+03]",FALSE,484
2205,20,X24,0,1,1,0,ph,5,1,0.2,190,2360,7.766416898,0,1000,1,-0.3,0.8,4,-3,3,4,1,-1,-1,chose undesirable,undesirable fac.,"(2.08e+03,3.23e+03]",FALSE,160
2206,21,X24,0,1,0,1,tv,7,2,0.285714286,2086,3472,8.152486076,0,1100000,0,-0.214285714,0.714285714,5,-3,3,5,0,1,-1,chose undesirable,desirable fac.,"(3.23e+03,4.69e+03]",FALSE,172
2207,22,X24,0,1,1,0,ph,14,7,0.5,1170,7628,8.939580967,7,1.10E+13,1,0,0.5,7,0,0,7,1,-1,-1,chose undesirable,undesirable fac.,"(7.41e+03,2.03e+05]",FALSE,478
2208,23,X24,0,1,1,0,ph,10,4,0.4,314,5303,8.576027977,0,110000101,1,-0.1,0.6,6,-2,2,6,1,-1,-1,chose undesirable,undesirable fac.,"(4.69e+03,7.41e+03]",FALSE,353
2209,24,X24,0,1,1,0,ph,6,1,0.166666667,561,2959,7.992606652,0,1000,1,-0.333333333,0.833333333,5,-4,4,5,1,-1,-1,chose undesirable,undesirable fac.,"(2.08e+03,3.23e+03]",FALSE,209
2210,25,X24,0,0,0,0,tv,6,0,0,23,3232,8.08085642,0,0,1,-0.5,1,6,-6,6,6,1,-1,-1,chose undesirable,undesirable fac.,"(3.23e+03,4.69e+03]",FALSE,482
2211,26,X24,1,0,0,1,ph,8,6,0.75,1,3938,8.278428259,0,10101111,1,0.25,0.75,2,4,4,6,1,1,1,chose desirable,desirable fac.,"(3.23e+03,4.69e+03]",FALSE,88
2212,27,X24,0,0,0,0,tv,7,3,0.428571429,678,3688,8.212839585,0,110010,1,-0.071428571,0.571428571,4,-1,1,4,1,-1,-1,chose undesirable,undesirable fac.,"(3.23e+03,4.69e+03]",FALSE,388
2213,28,X24,1,1,1,1,tv,8,6,0.75,807,3885,8.264878263,0,111111,1,0.25,0.75,2,4,4,6,1,1,1,chose desirable,desirable fac.,"(3.23e+03,4.69e+03]",FALSE,35
2214,29,X24,1,0,0,1,ph,8,8,1,38,4320,8.371010681,0,11111111,1,0.5,1,0,8,8,8,1,1,1,chose desirable,desirable fac.,"(3.23e+03,4.69e+03]",FALSE,470
2215,30,X24,1,1,0,0,ph,5,3,0.6,167,2376,7.77317368,0,1110,0,0.1,0.6,2,1,1,3,0,-1,1,chose desirable,undesirable fac.,"(2.08e+03,3.23e+03]",FALSE,176
2216,31,X24,1,1,1,1,tv,20,7,0.35,1715,10692,9.277251077,0,1.00E+19,1,-0.15,0.35,13,-6,-6,7,1,1,1,chose desirable,desirable fac.,"(7.41e+03,2.03e+05]",FALSE,242
2217,32,X24,0,1,1,0,ph,22,9,0.409090909,1015,11952,9.388653907,0,1.01E+16,1,-0.090909091,0.590909091,13,-4,4,13,1,-1,-1,chose undesirable,undesirable fac.,"(7.41e+03,2.03e+05]",FALSE,402
2218,33,X24,0,1,0,1,tv,10,6,0.6,576,4988,8.514790307,0,1110010011,0,0.1,0.4,4,2,-2,4,0,1,-1,chose undesirable,desirable fac.,"(4.69e+03,7.41e+03]",FALSE,38
2219,34,X24,1,1,1,1,tv,29,19,0.655172414,686,15584,9.654000026,0,1.11E+28,1,0.155172414,0.655172414,10,9,9,19,1,1,1,chose desirable,desirable fac.,"(7.41e+03,2.03e+05]",FALSE,184
2220,35,X24,1,0,0,1,ph,14,7,0.5,702,7598,8.935640334,0,1.11E+12,1,0,0.5,7,0,0,7,1,1,1,chose desirable,desirable fac.,"(7.41e+03,2.03e+05]",FALSE,448
2221,36,X24,0,0,1,1,ph,13,6,0.461538462,501,6928,8.84332645,0,1.10E+12,0,-0.038461538,0.538461538,7,-1,1,7,0,1,-1,chose undesirable,desirable fac.,"(4.69e+03,7.41e+03]",FALSE,328
2222,37,X24,1,0,0,1,ph,10,7,0.7,749,5474,8.60776489,0,1011010111,1,0.2,0.7,3,4,4,7,1,1,1,chose desirable,desirable fac.,"(4.69e+03,7.41e+03]",FALSE,524
2223,38,X24,1,1,0,0,ph,38,18,0.473684211,1253,20482,9.927301731,0,1.01E+31,0,-0.026315789,0.473684211,20,-2,-2,18,0,-1,1,chose desirable,undesirable fac.,"(7.41e+03,2.03e+05]",FALSE,132
2224,39,X24,0,1,1,0,ph,7,1,0.142857143,572,3540,8.171882006,0,10000,1,-0.357142857,0.857142857,6,-5,5,6,1,-1,-1,chose undesirable,undesirable fac.,"(3.23e+03,4.69e+03]",FALSE,240
2225,40,X24,1,0,1,0,tv,7,4,0.571428571,2439,3543,8.172729105,0,110110,0,0.071428571,0.571428571,3,1,1,4,0,-1,1,chose desirable,undesirable fac.,"(3.23e+03,4.69e+03]",FALSE,243
2227,42,X24,0,0,0,0,tv,5,1,0.2,1583,2716,7.906915489,0,10,1,-0.3,0.8,4,-3,3,4,1,-1,-1,chose undesirable,undesirable fac.,"(2.08e+03,3.23e+03]",FALSE,516
2229,44,X24,1,1,1,1,tv,4,4,1,318,1920,7.560080465,0,1111,1,0.5,1,0,4,4,4,1,1,1,chose desirable,desirable fac.,"[1,2.08e+03]",FALSE,270
2230,45,X24,1,1,0,0,ph,8,4,0.5,696,4239,8.352082671,0,1001110,0,0,0.5,4,0,0,4,0,-1,1,chose desirable,undesirable fac.,"(3.23e+03,4.69e+03]",FALSE,389
2231,46,X24,0,1,0,1,tv,15,9,0.6,442,7788,8.960339366,0,1.01E+14,0,0.1,0.4,6,3,-3,6,0,1,-1,chose undesirable,desirable fac.,"(7.41e+03,2.03e+05]",FALSE,88
2232,47,X24,0,1,1,0,ph,12,4,0.333333333,783,6388,8.762176509,0,1100010010,1,-0.166666667,0.666666667,8,-4,4,8,1,-1,-1,chose undesirable,undesirable fac.,"(4.69e+03,7.41e+03]",FALSE,338
2233,48,X24,0,1,1,0,ph,9,2,0.222222222,317,4705,8.456381052,0,1010000,1,-0.277777778,0.777777778,7,-5,5,7,1,-1,-1,chose undesirable,undesirable fac.,"(4.69e+03,7.41e+03]",FALSE,305
2234,49,X24,0,1,0,1,tv,6,1,0.166666667,455,2787,7.932721027,0,1000,0,-0.333333333,0.833333333,5,-4,4,5,0,1,-1,chose undesirable,desirable fac.,"(2.08e+03,3.23e+03]",FALSE,37
2235,50,X24,1,1,0,0,ph,9,4,0.444444444,701,4918,8.500657223,0,1010110,0,-0.055555556,0.444444444,5,-1,-1,4,0,-1,1,chose desirable,undesirable fac.,"(4.69e+03,7.41e+03]",FALSE,518
2236,51,X24,1,1,1,1,tv,8,5,0.625,3640,4050,8.30647216,0,1011110,1,0.125,0.625,3,2,2,5,1,1,1,chose desirable,desirable fac.,"(3.23e+03,4.69e+03]",FALSE,200
2237,52,X24,0,1,1,0,ph,9,3,0.333333333,322,4573,8.427924724,0,100010001,1,-0.166666667,0.666666667,6,-3,3,6,1,-1,-1,chose undesirable,undesirable fac.,"(3.23e+03,4.69e+03]",FALSE,173
2238,53,X24,1,1,0,0,ph,6,3,0.5,351,2946,7.988203597,0,1110,0,0,0.5,3,0,0,3,0,-1,1,chose desirable,undesirable fac.,"(2.08e+03,3.23e+03]",FALSE,196
2240,55,X24,0,0,0,0,tv,31,11,0.35483871,1654,16976,9.739555861,0,1.10E+29,1,-0.14516129,0.64516129,20,-9,9,20,1,-1,-1,chose undesirable,undesirable fac.,"(7.41e+03,2.03e+05]",FALSE,476
2241,56,X24,1,1,1,1,tv,10,5,0.5,527,5352,8.585225602,0,1100011010,1,0,0.5,5,0,0,5,1,1,1,chose desirable,desirable fac.,"(4.69e+03,7.41e+03]",FALSE,402
2243,58,X24,0,0,0,0,tv,10,2,0.2,1256,5351,8.585038738,0,1000000001,1,-0.3,0.8,8,-6,6,8,1,-1,-1,chose undesirable,undesirable fac.,"(4.69e+03,7.41e+03]",FALSE,401
2244,59,X24,1,0,0,1,ph,9,5,0.555555556,40,4680,8.451053389,0,101101010,1,0.055555556,0.555555556,4,1,1,5,1,1,1,chose desirable,desirable fac.,"(3.23e+03,4.69e+03]",FALSE,280
2245,60,X24,0,0,0,0,tv,8,3,0.375,614,3949,8.281217661,0,1110000,1,-0.125,0.625,5,-2,2,5,1,-1,-1,chose undesirable,undesirable fac.,"(3.23e+03,4.69e+03]",FALSE,99
2246,61,X24,0,0,1,1,ph,8,3,0.375,428,3998,8.293549515,0,1000101,0,-0.125,0.625,5,-2,2,5,0,1,-1,chose undesirable,desirable fac.,"(3.23e+03,4.69e+03]",FALSE,148
2247,62,X24,1,0,1,0,tv,2,1,0.5,1473,752,6.622736324,0,1,0,0,0.5,1,0,0,1,0,-1,1,chose desirable,undesirable fac.,"[1,2.08e+03]",FALSE,202
2248,63,X24,1,1,0,0,ph,11,6,0.545454545,374,5661,8.641355834,0,11001100110,0,0.045454545,0.545454545,5,1,1,6,0,-1,1,chose desirable,undesirable fac.,"(4.69e+03,7.41e+03]",FALSE,161
2249,64,X24,1,1,1,1,tv,23,11,0.47826087,750,12433,9.428109507,0,1.01E+22,1,-0.02173913,0.47826087,12,-1,-1,11,1,1,1,chose desirable,desirable fac.,"(7.41e+03,2.03e+05]",FALSE,333
2250,65,X24,0,0,0,0,tv,24,10,0.416666667,3892,12688,9.448411944,0,1.00E+23,1,-0.083333333,0.583333333,14,-4,4,14,1,-1,-1,chose undesirable,undesirable fac.,"(7.41e+03,2.03e+05]",FALSE,38
2251,66,X24,1,1,1,1,tv,13,10,0.769230769,556,6905,8.840001066,0,1.11E+12,1,0.269230769,0.769230769,3,7,7,10,1,1,1,chose desirable,desirable fac.,"(4.69e+03,7.41e+03]",FALSE,305
2253,68,X24,0,1,1,0,ph,10,3,0.3,677,5018,8.520786727,0,1100000100,1,-0.2,0.7,7,-4,4,7,1,-1,-1,chose undesirable,undesirable fac.,"(4.69e+03,7.41e+03]",FALSE,68
2254,69,X24,0,1,1,0,ph,4,2,0.5,365,1941,7.570958583,0,1001,1,0,0.5,2,0,0,2,1,-1,-1,chose undesirable,undesirable fac.,"[1,2.08e+03]",FALSE,291
2255,70,X24,0,0,1,1,ph,24,18,0.75,1325,12699,9.449278529,0,1.11E+23,0,0.25,0.25,6,12,-12,6,0,1,-1,chose undesirable,desirable fac.,"(7.41e+03,2.03e+05]",FALSE,49
2256,71,X24,1,1,0,0,ph,4,2,0.5,95,1840,7.517520851,0,110,0,0,0.5,2,0,0,2,0,-1,1,chose desirable,undesirable fac.,"[1,2.08e+03]",FALSE,190
2257,72,X24,1,0,1,0,tv,5,3,0.6,810,2604,7.864804003,0,10110,0,0.1,0.6,2,1,1,3,0,-1,1,chose desirable,undesirable fac.,"(2.08e+03,3.23e+03]",FALSE,404
2258,73,X24,1,0,0,1,ph,6,5,0.833333333,971,2888,7.9683195,0,11111,1,0.333333333,0.833333333,1,4,4,5,1,1,1,chose desirable,desirable fac.,"(2.08e+03,3.23e+03]",FALSE,138
2259,74,X24,0,1,1,0,ph,6,1,0.166666667,151,3217,8.076204527,0,100000,1,-0.333333333,0.833333333,5,-4,4,5,1,-1,-1,chose undesirable,undesirable fac.,"(2.08e+03,3.23e+03]",FALSE,467
2260,75,X24,0,0,0,0,tv,42,15,0.357142857,28,22564,10.02411099,4,1.00E+40,1,-0.142857143,0.642857143,27,-12,12,27,1,-1,-1,chose undesirable,undesirable fac.,"(7.41e+03,2.03e+05]",FALSE,14
2263,78,X24,1,0,1,0,tv,4,3,0.75,546,1981,7.591357047,0,111,0,0.25,0.75,1,2,2,3,0,-1,1,chose desirable,undesirable fac.,"[1,2.08e+03]",FALSE,331
2264,79,X24,1,1,1,1,tv,17,10,0.588235294,174,9145,9.120962561,0,1.11E+14,1,0.088235294,0.588235294,7,3,3,10,1,1,1,chose desirable,desirable fac.,"(7.41e+03,2.03e+05]",FALSE,345
2265,80,X24,1,0,0,1,ph,11,6,0.545454545,802,5831,8.670943791,0,1011100011,1,0.045454545,0.545454545,5,1,1,6,1,1,1,chose desirable,desirable fac.,"(4.69e+03,7.41e+03]",FALSE,331
2266,81,X24,1,0,0,1,ph,12,9,0.75,891,6411,8.765770544,0,1.11E+11,1,0.25,0.75,3,6,6,9,1,1,1,chose desirable,desirable fac.,"(4.69e+03,7.41e+03]",FALSE,361
2267,82,X24,1,0,1,0,tv,7,5,0.714285714,86,3819,8.247743887,0,111011,0,0.214285714,0.714285714,2,3,3,5,0,-1,1,chose desirable,undesirable fac.,"(3.23e+03,4.69e+03]",FALSE,519
2268,83,X24,0,1,1,0,ph,9,1,0.111111111,246,4862,8.489205155,0,100000000,1,-0.388888889,0.888888889,8,-7,7,8,1,-1,-1,chose undesirable,undesirable fac.,"(4.69e+03,7.41e+03]",FALSE,462
2269,84,X24,1,0,0,1,ph,7,6,0.857142857,200,3327,8.109826276,0,1111110,1,0.357142857,0.857142857,1,5,5,6,1,1,1,chose desirable,desirable fac.,"(3.23e+03,4.69e+03]",FALSE,27
2271,86,X24,0,0,0,0,tv,6,1,0.166666667,797,2784,7.931644021,0,10,1,-0.333333333,0.833333333,5,-4,4,5,1,-1,-1,chose undesirable,undesirable fac.,"(2.08e+03,3.23e+03]",FALSE,34
2272,87,X24,0,1,1,0,ph,4,1,0.25,2022,2128,7.66293785,0,1,1,-0.25,0.75,3,-2,2,3,1,-1,-1,chose undesirable,undesirable fac.,"(2.08e+03,3.23e+03]",FALSE,478
2273,88,X24,0,1,1,0,ph,11,5,0.454545455,399,5559,8.623173515,0,11000011010,1,-0.045454545,0.545454545,6,-1,1,6,1,-1,-1,chose undesirable,undesirable fac.,"(4.69e+03,7.41e+03]",FALSE,59
2274,89,X24,0,0,0,0,tv,10,4,0.4,1192,5002,8.517593111,0,10110001,1,-0.1,0.6,6,-2,2,6,1,-1,-1,chose undesirable,undesirable fac.,"(4.69e+03,7.41e+03]",FALSE,52
2275,90,X24,1,1,0,0,ph,8,4,0.5,807,4157,8.332548939,0,11011,0,0,0.5,4,0,0,4,0,-1,1,chose desirable,undesirable fac.,"(3.23e+03,4.69e+03]",FALSE,307
2276,91,X24,1,1,1,1,tv,22,12,0.545454545,1270,11649,9.362975618,0,1.01E+21,1,0.045454545,0.545454545,10,2,2,12,1,1,1,chose desirable,desirable fac.,"(7.41e+03,2.03e+05]",FALSE,99
2277,92,X24,0,0,0,0,tv,8,4,0.5,23,4368,8.382060517,0,1100101,1,0,0.5,4,0,0,4,1,-1,-1,chose undesirable,undesirable fac.,"(3.23e+03,4.69e+03]",FALSE,518
2278,93,X24,0,1,1,0,ph,4,0,0,2763,2181,7.687538766,0,0,1,-0.5,1,4,-4,4,4,1,-1,-1,chose undesirable,undesirable fac.,"(2.08e+03,3.23e+03]",FALSE,531
2279,94,X24,0,1,1,0,ph,10,3,0.3,38,5176,8.551787836,0,11010000,1,-0.2,0.7,7,-4,4,7,1,-1,-1,chose undesirable,undesirable fac.,"(4.69e+03,7.41e+03]",FALSE,226
2280,95,X24,1,1,1,1,tv,38,20,0.526315789,442,20411,9.92382925,0,1.01E+37,1,0.026315789,0.526315789,18,2,2,20,1,1,1,chose desirable,desirable fac.,"(7.41e+03,2.03e+05]",FALSE,61
2281,1,X25,1,0,0,1,ph,5,3,0.6,188,2695,7.899153483,0,10110,1,0.1,0.6,2,1,1,3,1,1,1,chose desirable,desirable fac.,"(2.08e+03,3.23e+03]",FALSE,495
2282,2,X25,0,0,1,1,ph,15,8,0.533333333,259,8095,8.999001866,0,1.11E+12,0,0.033333333,0.466666667,7,1,-1,7,0,1,-1,chose undesirable,desirable fac.,"(7.41e+03,2.03e+05]",FALSE,395
2283,3,X25,1,0,1,0,tv,13,8,0.615384615,467,6997,8.853236765,0,1.10E+12,0,0.115384615,0.615384615,5,3,3,8,0,-1,1,chose desirable,undesirable fac.,"(4.69e+03,7.41e+03]",FALSE,397
2284,4,X25,1,1,1,1,tv,9,7,0.777777778,715,4659,8.446556112,1,111101110,1,0.277777778,0.777777778,2,5,5,7,1,1,1,chose desirable,desirable fac.,"(3.23e+03,4.69e+03]",FALSE,259
2288,8,X25,0,0,0,0,tv,6,1,0.166666667,237,2822,7.945201132,0,1000,1,-0.333333333,0.833333333,5,-4,4,5,1,-1,-1,chose undesirable,undesirable fac.,"(2.08e+03,3.23e+03]",FALSE,72
2289,9,X25,1,1,1,1,tv,8,5,0.625,1354,3958,8.283494126,4,111110,1,0.125,0.625,3,2,2,5,1,1,1,chose desirable,desirable fac.,"(3.23e+03,4.69e+03]",FALSE,108
2291,11,X25,1,0,1,0,tv,6,3,0.5,1556,3231,8.080546966,0,111000,0,0,0.5,3,0,0,3,0,-1,1,chose desirable,undesirable fac.,"(3.23e+03,4.69e+03]",FALSE,481
2292,12,X25,0,0,1,1,ph,11,6,0.545454545,398,5875,8.678461339,0,11110001001,0,0.045454545,0.454545455,5,1,-1,5,0,1,-1,chose undesirable,desirable fac.,"(4.69e+03,7.41e+03]",FALSE,375
2293,13,X25,0,0,0,0,tv,4,0,0,923,2188,7.690743164,0,0,1,-0.5,1,4,-4,4,4,1,-1,-1,chose undesirable,undesirable fac.,"(2.08e+03,3.23e+03]",FALSE,538
2294,14,X25,1,1,1,1,tv,4,4,1,260,1710,7.444248649,2,1111,1,0.5,1,0,4,4,4,1,1,1,chose desirable,desirable fac.,"[1,2.08e+03]",FALSE,60
2295,15,X25,0,0,0,0,tv,7,4,0.571428571,203,3440,8.14322675,0,1101001,1,0.071428571,0.428571429,3,1,-1,3,1,-1,-1,chose undesirable,undesirable fac.,"(3.23e+03,4.69e+03]",FALSE,140
2296,16,X25,0,0,0,0,tv,7,2,0.285714286,560,3463,8.149890544,0,1001,1,-0.214285714,0.714285714,5,-3,3,5,1,-1,-1,chose undesirable,undesirable fac.,"(3.23e+03,4.69e+03]",FALSE,163
2297,17,X25,1,0,0,1,ph,3,3,1,2298,1500,7.313220387,0,111,1,0.5,1,0,3,3,3,1,1,1,chose desirable,desirable fac.,"[1,2.08e+03]",FALSE,400
2298,18,X25,0,0,1,1,ph,11,4,0.363636364,204,5944,8.690137586,0,11001010000,0,-0.136363636,0.636363636,7,-3,3,7,0,1,-1,chose undesirable,desirable fac.,"(4.69e+03,7.41e+03]",FALSE,444
2299,19,X25,1,0,1,0,tv,18,10,0.555555556,669,9577,9.16711967,0,1.10E+16,0,0.055555556,0.555555556,8,2,2,10,0,-1,1,chose desirable,undesirable fac.,"(7.41e+03,2.03e+05]",FALSE,227
2300,20,X25,0,0,1,1,ph,8,5,0.625,47,4274,8.360305436,0,11111000,0,0.125,0.375,3,2,-2,3,0,1,-1,chose undesirable,desirable fac.,"(3.23e+03,4.69e+03]",FALSE,424
2301,21,X25,0,0,0,0,tv,8,3,0.375,2216,4113,8.321907968,0,101001,1,-0.125,0.625,5,-2,2,5,1,-1,-1,chose undesirable,undesirable fac.,"(3.23e+03,4.69e+03]",FALSE,263
2302,22,X25,1,0,0,1,ph,13,10,0.769230769,575,6739,8.815666825,6,1.10E+12,1,0.269230769,0.769230769,3,7,7,10,1,1,1,chose desirable,desirable fac.,"(4.69e+03,7.41e+03]",FALSE,139
