,ID,trial,chooseDes,whichWorld,chooseTV,desWorld,whatIsDes,seqLength,desCount,desProp,RT.lev,RT.raw,RT.log,aniFlagCount,outcomeDesSeq,correct,desPropC,evidForChoice,undesCount,desDiff,diffForChoice,itemsForChoiceCount,chooseDes.m,desWorldC,chooseDesC,chooseDesF,desWorldF,RTq5,timingFlag,timingRelative
4868,68,X49,1,1,1,1,tv,20,13,0.65,352,10928,9.299083582,0,1.10E+18,1,0.15,0.65,7,6,6,13,1,1,1,chose desirable,desirable fac.,"(9.1e+03,1.77e+05]",FALSE,478
4869,69,X49,1,1,1,1,tv,13,8,0.615384615,975,6888,8.837536046,0,1.01E+12,1,0.115384615,0.615384615,5,3,3,8,1,1,1,chose desirable,desirable fac.,"(5.83e+03,9.1e+03]",FALSE,288
4870,70,X49,1,0,0,1,ph,25,16,0.64,4342,13208,9.488577986,0,1.10E+20,1,0.14,0.64,9,7,7,16,1,1,1,chose desirable,desirable fac.,"(9.1e+03,1.77e+05]",FALSE,8
4871,71,X49,1,0,0,1,ph,4,4,1,764,1698,7.437206367,0,1111,1,0.5,1,0,4,4,4,1,1,1,chose desirable,desirable fac.,"[0,2.26e+03]",FALSE,48
4872,72,X49,1,0,0,1,ph,13,9,0.692307692,591,6656,8.803273983,0,1.11E+12,1,0.192307692,0.692307692,4,5,5,9,1,1,1,chose desirable,desirable fac.,"(5.83e+03,9.1e+03]",FALSE,56
4873,73,X49,1,1,0,0,ph,15,8,0.533333333,594,7858,8.9692874,0,1.11E+14,0,0.033333333,0.533333333,7,1,1,8,0,-1,1,chose desirable,undesirable fac.,"(5.83e+03,9.1e+03]",FALSE,158
4874,74,X49,0,1,1,0,ph,17,7,0.411764706,558,8881,9.091669442,0,1.10E+16,1,-0.088235294,0.588235294,10,-3,3,10,1,-1,-1,chose undesirable,undesirable fac.,"(5.83e+03,9.1e+03]",FALSE,81
4875,75,X49,1,0,0,1,ph,20,12,0.6,342,10721,9.279959714,0,1.11E+17,1,0.1,0.6,8,4,4,12,1,1,1,chose desirable,desirable fac.,"(9.1e+03,1.77e+05]",FALSE,271
4876,76,X49,0,1,1,0,ph,12,5,0.416666667,686,6066,8.710454688,0,110010011,1,-0.083333333,0.583333333,7,-2,2,7,1,-1,-1,chose undesirable,undesirable fac.,"(5.83e+03,9.1e+03]",FALSE,16
4878,78,X49,0,1,1,0,ph,4,0,0,298,2131,7.664346632,0,0,1,-0.5,1,4,-4,4,4,1,-1,-1,chose undesirable,undesirable fac.,"[0,2.26e+03]",FALSE,481
4879,79,X49,1,0,0,1,ph,4,1,0.25,297,2189,7.691200098,1,10,1,-0.25,0.25,3,-2,-2,1,1,1,1,chose desirable,desirable fac.,"[0,2.26e+03]",FALSE,539
4880,80,X49,0,0,0,0,tv,39,15,0.384615385,367,21217,9.962558026,0,1.11E+38,1,-0.115384615,0.615384615,24,-9,9,24,1,-1,-1,chose undesirable,undesirable fac.,"(9.1e+03,1.77e+05]",FALSE,317
4881,81,X49,1,1,1,1,tv,23,15,0.652173913,80,12607,9.442007494,0,1.01E+22,1,0.152173913,0.652173913,8,7,7,15,1,1,1,chose desirable,desirable fac.,"(9.1e+03,1.77e+05]",FALSE,507
4882,82,X49,1,0,0,1,ph,23,14,0.608695652,8698,12310,9.418167219,0,1.10E+21,1,0.108695652,0.608695652,9,5,5,14,1,1,1,chose desirable,desirable fac.,"(9.1e+03,1.77e+05]",FALSE,210
4883,83,X49,1,0,0,1,ph,27,13,0.481481481,4811,14605,9.589119215,0,1.11E+25,1,-0.018518519,0.481481481,14,-1,-1,13,1,1,1,chose desirable,desirable fac.,"(9.1e+03,1.77e+05]",FALSE,305
4884,84,X49,1,0,0,1,ph,14,9,0.642857143,2336,7391,8.908018323,0,1.10E+13,1,0.142857143,0.642857143,5,4,4,9,1,1,1,chose desirable,desirable fac.,"(5.83e+03,9.1e+03]",FALSE,241
4885,85,X49,0,0,0,0,tv,6,2,0.333333333,1242,3124,8.046869511,3,100100,1,-0.166666667,0.666666667,4,-2,2,4,1,-1,-1,chose undesirable,undesirable fac.,"(2.26e+03,3.81e+03]",FALSE,374
4886,86,X49,0,0,0,0,tv,6,2,0.333333333,721,3242,8.083945702,2,10010,1,-0.166666667,0.666666667,4,-2,2,4,1,-1,-1,chose undesirable,undesirable fac.,"(2.26e+03,3.81e+03]",FALSE,492
4889,89,X49,0,1,1,0,ph,14,6,0.428571429,591,7375,8.905851181,0,10111110000,1,-0.071428571,0.571428571,8,-2,2,8,1,-1,-1,chose undesirable,undesirable fac.,"(5.83e+03,9.1e+03]",FALSE,225
4890,90,X49,1,0,0,1,ph,5,4,0.8,640,2564,7.849323818,0,1111,1,0.3,0.8,1,3,3,4,1,1,1,chose desirable,desirable fac.,"(2.26e+03,3.81e+03]",FALSE,364
4892,92,X49,1,1,1,1,tv,11,10,0.909090909,1271,5554,8.622273668,0,10111111111,1,0.409090909,0.909090909,1,9,9,10,1,1,1,chose desirable,desirable fac.,"(3.81e+03,5.83e+03]",FALSE,54
4893,93,X49,0,1,1,0,ph,10,1,0.1,1433,5236,8.563313127,0,10000,1,-0.4,0.9,9,-8,8,9,1,-1,-1,chose undesirable,undesirable fac.,"(3.81e+03,5.83e+03]",FALSE,286
4894,94,X49,0,0,0,0,tv,10,5,0.5,562,5295,8.574518258,0,1000101101,1,0,0.5,5,0,0,5,1,-1,-1,chose undesirable,undesirable fac.,"(3.81e+03,5.83e+03]",FALSE,345
4895,95,X49,1,0,0,1,ph,8,5,0.625,907,4278,8.36124089,0,1001111,1,0.125,0.625,3,2,2,5,1,1,1,chose desirable,desirable fac.,"(3.81e+03,5.83e+03]",FALSE,428
4896,96,X49,1,0,1,0,tv,10,4,0.4,283,4979,8.512984347,0,111001,0,-0.1,0.4,6,-2,-2,4,0,-1,1,chose desirable,undesirable fac.,"(3.81e+03,5.83e+03]",FALSE,29
4897,97,X49,0,1,1,0,ph,25,10,0.4,223,13400,9.503009986,0,1.00E+22,1,-0.1,0.6,15,-5,5,15,1,-1,-1,chose undesirable,undesirable fac.,"(9.1e+03,1.77e+05]",FALSE,200
4898,98,X49,1,1,1,1,tv,12,8,0.666666667,3018,6183,8.72955887,0,11011110011,1,0.166666667,0.666666667,4,4,4,8,1,1,1,chose desirable,desirable fac.,"(5.83e+03,9.1e+03]",FALSE,133
4899,99,X49,1,1,0,0,ph,6,3,0.5,1382,3033,8.017307508,3,10110,0,0,0.5,3,0,0,3,0,-1,1,chose desirable,undesirable fac.,"(2.26e+03,3.81e+03]",FALSE,283
4900,100,X49,1,1,0,0,ph,6,3,0.5,1616,2820,7.944492164,1,101100,0,0,0.5,3,0,0,3,0,-1,1,chose desirable,undesirable fac.,"(2.26e+03,3.81e+03]",FALSE,70
4902,2,X50,1,0,0,1,ph,4,3,0.75,683,1700,7.43838353,0,111,1,0.25,0.75,1,2,2,3,1,1,1,chose desirable,desirable fac.,"[0,2.26e+03]",FALSE,50
4903,3,X50,1,1,0,0,ph,6,5,0.833333333,38,2817,7.943427768,0,101111,0,0.333333333,0.833333333,1,4,4,5,0,-1,1,chose desirable,undesirable fac.,"(2.26e+03,3.81e+03]",FALSE,67
4904,4,X50,1,1,0,0,ph,10,6,0.6,510,5051,8.527341522,0,101110110,0,0.1,0.6,4,2,2,6,0,-1,1,chose desirable,undesirable fac.,"(3.81e+03,5.83e+03]",FALSE,101
4906,6,X50,1,1,0,0,ph,2,1,0.5,78,1056,6.962243464,0,10,0,0,0.5,1,0,0,1,0,-1,1,chose desirable,undesirable fac.,"[0,2.26e+03]",FALSE,506
4907,7,X50,0,0,0,0,tv,4,1,0.25,311,1903,7.551186867,0,1000,1,-0.25,0.75,3,-2,2,3,1,-1,-1,chose undesirable,undesirable fac.,"[0,2.26e+03]",FALSE,253
4908,8,X50,1,0,1,0,tv,10,5,0.5,5408,5496,8.611775834,0,1011110,0,0,0.5,5,0,0,5,0,-1,1,chose desirable,undesirable fac.,"(3.81e+03,5.83e+03]",FALSE,546
4909,9,X50,0,1,1,0,ph,13,5,0.384615385,2310,6687,8.807920622,0,1.00E+12,1,-0.115384615,0.615384615,8,-3,3,8,1,-1,-1,chose undesirable,undesirable fac.,"(5.83e+03,9.1e+03]",FALSE,87
4911,11,X50,1,1,0,0,ph,4,3,0.75,112,1661,7.41517511,0,1101,0,0.25,0.75,1,2,2,3,0,-1,1,chose desirable,undesirable fac.,"[0,2.26e+03]",FALSE,11
4912,12,X50,0,0,0,0,tv,15,5,0.333333333,538,7864,8.970050662,0,1.00E+14,1,-0.166666667,0.666666667,10,-5,5,10,1,-1,-1,chose undesirable,undesirable fac.,"(5.83e+03,9.1e+03]",FALSE,164
4913,13,X50,0,0,0,0,tv,10,4,0.4,561,5413,8.596558747,2,101000101,1,-0.1,0.6,6,-2,2,6,1,-1,-1,chose undesirable,undesirable fac.,"(3.81e+03,5.83e+03]",FALSE,463
4914,14,X50,0,1,1,0,ph,9,4,0.444444444,3250,4419,8.393668705,0,10001110,1,-0.055555556,0.555555556,5,-1,1,5,1,-1,-1,chose undesirable,undesirable fac.,"(3.81e+03,5.83e+03]",FALSE,19
4915,15,X50,0,0,0,0,tv,11,3,0.272727273,49491,5923,8.686598356,0,1001000100,1,-0.227272727,0.727272727,8,-5,5,8,1,-1,-1,chose undesirable,undesirable fac.,"(5.83e+03,9.1e+03]",FALSE,423
4916,16,X50,0,0,0,0,tv,23,9,0.391304348,303,12328,9.419628377,0,1.11E+22,1,-0.108695652,0.608695652,14,-5,5,14,1,-1,-1,chose undesirable,undesirable fac.,"(9.1e+03,1.77e+05]",FALSE,228
4917,17,X50,0,1,1,0,ph,19,7,0.368421053,169,10308,9.240675572,0,1.00E+18,1,-0.131578947,0.631578947,12,-5,5,12,1,-1,-1,chose undesirable,undesirable fac.,"(9.1e+03,1.77e+05]",FALSE,408
4918,18,X50,1,0,1,0,tv,11,4,0.363636364,949,5537,8.619208117,0,1000011001,0,-0.136363636,0.363636364,7,-3,-3,4,0,-1,1,chose desirable,undesirable fac.,"(3.81e+03,5.83e+03]",FALSE,37
4919,19,X50,0,1,1,0,ph,5,1,0.2,147,2239,7.713784617,0,1,1,-0.3,0.8,4,-3,3,4,1,-1,-1,chose undesirable,undesirable fac.,"[0,2.26e+03]",FALSE,39
4920,20,X50,0,1,1,0,ph,11,3,0.272727273,354,5636,8.636929873,0,10001001,1,-0.227272727,0.727272727,8,-5,5,8,1,-1,-1,chose undesirable,undesirable fac.,"(3.81e+03,5.83e+03]",FALSE,136
4921,21,X50,1,1,1,1,tv,14,10,0.714285714,679,7313,8.897408865,2,1.11E+13,1,0.214285714,0.714285714,4,6,6,10,1,1,1,chose desirable,desirable fac.,"(5.83e+03,9.1e+03]",FALSE,163
4922,22,X50,0,1,1,0,ph,6,2,0.333333333,495,2912,7.976595409,0,10001,1,-0.166666667,0.666666667,4,-2,2,4,1,-1,-1,chose undesirable,undesirable fac.,"(2.26e+03,3.81e+03]",FALSE,162
4923,23,X50,1,0,0,1,ph,3,2,0.666666667,334,1553,7.347943823,0,110,1,0.166666667,0.666666667,1,1,1,2,1,1,1,chose desirable,desirable fac.,"[0,2.26e+03]",FALSE,453
4924,24,X50,0,1,0,1,tv,31,21,0.677419355,935,17041,9.743377484,15,1.00E+29,0,0.177419355,0.322580645,10,11,-11,10,0,1,-1,chose undesirable,desirable fac.,"(9.1e+03,1.77e+05]",FALSE,541
4925,25,X50,0,0,0,0,tv,6,2,0.333333333,206,3031,8.016647877,0,1100,1,-0.166666667,0.666666667,4,-2,2,4,1,-1,-1,chose undesirable,undesirable fac.,"(2.26e+03,3.81e+03]",FALSE,281
4926,26,X50,1,1,1,1,tv,15,7,0.466666667,571,8095,8.999001866,3,1.10E+14,1,-0.033333333,0.466666667,8,-1,-1,7,1,1,1,chose desirable,desirable fac.,"(5.83e+03,9.1e+03]",FALSE,395
4927,27,X50,1,0,0,1,ph,12,8,0.666666667,354,6349,8.756052599,0,1.00E+11,1,0.166666667,0.666666667,4,4,4,8,1,1,1,chose desirable,desirable fac.,"(5.83e+03,9.1e+03]",FALSE,299
4928,28,X50,1,0,1,0,tv,10,6,0.6,149,5176,8.551787836,0,1101001110,0,0.1,0.6,4,2,2,6,0,-1,1,chose desirable,undesirable fac.,"(3.81e+03,5.83e+03]",FALSE,226
4929,29,X50,1,1,1,1,tv,9,8,0.888888889,711,4946,8.506334448,0,11111111,1,0.388888889,0.888888889,1,7,7,8,1,1,1,chose desirable,desirable fac.,"(3.81e+03,5.83e+03]",FALSE,546
4930,30,X50,1,0,0,1,ph,6,5,0.833333333,1043,3029,8.015987811,2,101111,1,0.333333333,0.833333333,1,4,4,5,1,1,1,chose desirable,desirable fac.,"(2.26e+03,3.81e+03]",FALSE,279
4931,31,X50,1,0,0,1,ph,11,8,0.727272727,220,5997,8.699014623,0,10110101111,1,0.227272727,0.727272727,3,5,5,8,1,1,1,chose desirable,desirable fac.,"(5.83e+03,9.1e+03]",FALSE,497
4932,32,X50,0,1,1,0,ph,10,4,0.4,743,5168,8.550241045,0,1101001000,1,-0.1,0.6,6,-2,2,6,1,-1,-1,chose undesirable,undesirable fac.,"(3.81e+03,5.83e+03]",FALSE,218
4933,33,X50,1,0,0,1,ph,19,11,0.578947368,694,10410,9.250522162,0,1.00E+18,1,0.078947368,0.578947368,8,3,3,11,1,1,1,chose desirable,desirable fac.,"(9.1e+03,1.77e+05]",FALSE,510
4934,34,X50,0,0,0,0,tv,9,3,0.333333333,48,4863,8.48941081,0,10011000,1,-0.166666667,0.666666667,6,-3,3,6,1,-1,-1,chose undesirable,undesirable fac.,"(3.81e+03,5.83e+03]",FALSE,463
4937,37,X50,1,1,1,1,tv,5,2,0.4,618,2285,7.734121303,0,1010,1,-0.1,0.4,3,-1,-1,2,1,1,1,chose desirable,desirable fac.,"(2.26e+03,3.81e+03]",FALSE,85
4938,38,X50,0,1,0,1,tv,14,6,0.428571429,501,7606,8.936692688,0,1.01E+13,0,-0.071428571,0.571428571,8,-2,2,8,0,1,-1,chose undesirable,desirable fac.,"(5.83e+03,9.1e+03]",FALSE,456
4939,39,X50,1,1,1,1,tv,16,12,0.75,355,8338,9.028578658,0,1.10E+15,1,0.25,0.75,4,8,8,12,1,1,1,chose desirable,desirable fac.,"(5.83e+03,9.1e+03]",FALSE,88
4940,40,X50,0,0,1,1,ph,17,8,0.470588235,671,9343,9.142382679,0,1.11E+14,0,-0.029411765,0.529411765,9,-1,1,9,0,1,-1,chose undesirable,desirable fac.,"(9.1e+03,1.77e+05]",FALSE,543
4941,41,X50,0,1,1,0,ph,13,3,0.230769231,232,6991,8.852378887,0,1.10E+11,1,-0.269230769,0.769230769,10,-7,7,10,1,-1,-1,chose undesirable,undesirable fac.,"(5.83e+03,9.1e+03]",FALSE,391
4942,42,X50,0,1,1,0,ph,14,5,0.357142857,589,7587,8.934191535,0,1.01E+13,1,-0.142857143,0.642857143,9,-4,4,9,1,-1,-1,chose undesirable,undesirable fac.,"(5.83e+03,9.1e+03]",FALSE,437
4943,43,X50,1,0,0,1,ph,2,2,1,416,1096,6.999422468,0,11,1,0.5,1,0,2,2,2,1,1,1,chose desirable,desirable fac.,"[0,2.26e+03]",FALSE,546
4944,44,X50,0,0,0,0,tv,3,1,0.333333333,804,1163,7.058758153,0,1,1,-0.166666667,0.666666667,2,-1,1,2,1,-1,-1,chose undesirable,undesirable fac.,"[0,2.26e+03]",FALSE,63
4945,45,X50,0,1,0,1,tv,23,12,0.52173913,743,12304,9.417679692,0,1.01E+22,0,0.02173913,0.47826087,11,1,-1,11,0,1,-1,chose undesirable,desirable fac.,"(9.1e+03,1.77e+05]",FALSE,204
4946,46,X50,1,0,1,0,tv,6,5,0.833333333,279,3161,8.058643712,0,110111,0,0.333333333,0.833333333,1,4,4,5,0,-1,1,chose desirable,undesirable fac.,"(2.26e+03,3.81e+03]",FALSE,411
4947,47,X50,1,0,0,1,ph,4,3,0.75,319,1673,7.422373701,0,1110,1,0.25,0.75,1,2,2,3,1,1,1,chose desirable,desirable fac.,"[0,2.26e+03]",FALSE,23
4948,48,X50,1,1,1,1,tv,15,9,0.6,402,7836,8.966483779,8,1.00E+14,1,0.1,0.6,6,3,3,9,1,1,1,chose desirable,desirable fac.,"(5.83e+03,9.1e+03]",FALSE,136
4949,49,X50,0,1,1,0,ph,10,1,0.1,735,5496,8.611775834,0,1000,1,-0.4,0.9,9,-8,8,9,1,-1,-1,chose undesirable,undesirable fac.,"(3.81e+03,5.83e+03]",FALSE,546
4950,50,X50,0,1,1,0,ph,8,3,0.375,13,4009,8.296297113,0,11100000,1,-0.125,0.625,5,-2,2,5,1,-1,-1,chose undesirable,undesirable fac.,"(3.81e+03,5.83e+03]",FALSE,159
4951,51,X50,1,1,1,1,tv,19,12,0.631578947,522,9919,9.202207389,2,1.01E+16,1,0.131578947,0.631578947,7,5,5,12,1,1,1,chose desirable,desirable fac.,"(9.1e+03,1.77e+05]",FALSE,19
4953,53,X50,1,1,1,1,tv,7,5,0.714285714,572,3368,8.122074375,0,101111,1,0.214285714,0.714285714,2,3,3,5,1,1,1,chose desirable,desirable fac.,"(2.26e+03,3.81e+03]",FALSE,68
4954,54,X50,1,0,0,1,ph,9,7,0.777777778,70,4577,8.428799041,0,111011110,1,0.277777778,0.777777778,2,5,5,7,1,1,1,chose desirable,desirable fac.,"(3.81e+03,5.83e+03]",FALSE,177
4955,55,X50,1,0,1,0,tv,10,5,0.5,1216,4976,8.512381634,0,101110100,0,0,0.5,5,0,0,5,0,-1,1,chose desirable,undesirable fac.,"(3.81e+03,5.83e+03]",FALSE,26
4956,56,X50,1,1,1,1,tv,14,12,0.857142857,471,7438,8.914357274,0,1.11E+13,1,0.357142857,0.857142857,2,10,10,12,1,1,1,chose desirable,desirable fac.,"(5.83e+03,9.1e+03]",FALSE,288
4957,57,X50,1,1,1,1,tv,7,6,0.857142857,1800,3379,8.125335087,2,1011111,1,0.357142857,0.857142857,1,5,5,6,1,1,1,chose desirable,desirable fac.,"(2.26e+03,3.81e+03]",FALSE,79
4958,58,X50,1,1,1,1,tv,18,9,0.5,681,9440,9.152711259,0,1.00E+17,1,0,0.5,9,0,0,9,1,1,1,chose desirable,desirable fac.,"(9.1e+03,1.77e+05]",FALSE,90
4959,59,X50,0,0,1,1,ph,7,2,0.285714286,5327,3577,8.182279739,0,1000100,0,-0.214285714,0.714285714,5,-3,3,5,0,1,-1,chose undesirable,desirable fac.,"(2.26e+03,3.81e+03]",FALSE,277
4960,60,X50,0,0,0,0,tv,7,2,0.285714286,1571,3843,8.254008591,0,1000100,1,-0.214285714,0.714285714,5,-3,3,5,1,-1,-1,chose undesirable,undesirable fac.,"(3.81e+03,5.83e+03]",FALSE,543
4961,61,X50,0,1,0,1,tv,7,2,0.285714286,448,3608,8.190908881,0,100100,0,-0.214285714,0.714285714,5,-3,3,5,0,1,-1,chose undesirable,desirable fac.,"(2.26e+03,3.81e+03]",FALSE,308
4962,62,X50,0,0,0,0,tv,8,1,0.125,448,4392,8.387539983,0,100000,1,-0.375,0.875,7,-6,6,7,1,-1,-1,chose undesirable,undesirable fac.,"(3.81e+03,5.83e+03]",FALSE,542
4963,63,X50,1,1,1,1,tv,5,5,1,329,2718,7.907651595,0,11111,1,0.5,1,0,5,5,5,1,1,1,chose desirable,desirable fac.,"(2.26e+03,3.81e+03]",FALSE,518
4964,64,X50,1,1,1,1,tv,13,7,0.538461538,7992,6987,8.851806559,0,1.10E+12,1,0.038461538,0.538461538,6,1,1,7,1,1,1,chose desirable,desirable fac.,"(5.83e+03,9.1e+03]",FALSE,387
4965,65,X50,0,0,0,0,tv,6,0,0,270,2968,7.995643604,0,0,1,-0.5,1,6,-6,6,6,1,-1,-1,chose undesirable,undesirable fac.,"(2.26e+03,3.81e+03]",FALSE,218
4966,66,X50,1,0,0,1,ph,3,3,1,1813,1595,7.374629015,0,111,1,0.5,1,0,3,3,3,1,1,1,chose desirable,desirable fac.,"[0,2.26e+03]",FALSE,495
4967,67,X50,0,1,1,0,ph,12,4,0.333333333,588,6182,8.729397123,0,10100100001,1,-0.166666667,0.666666667,8,-4,4,8,1,-1,-1,chose undesirable,undesirable fac.,"(5.83e+03,9.1e+03]",FALSE,132
4968,68,X50,1,0,1,0,tv,15,9,0.6,272,8000,8.987196821,0,1.10E+13,0,0.1,0.6,6,3,3,9,0,-1,1,chose desirable,undesirable fac.,"(5.83e+03,9.1e+03]",FALSE,300
4969,69,X50,1,0,1,0,tv,14,9,0.642857143,1728,7279,8.892748769,0,1.11E+13,0,0.142857143,0.642857143,5,4,4,9,0,-1,1,chose desirable,undesirable fac.,"(5.83e+03,9.1e+03]",FALSE,129
4970,70,X50,1,1,0,0,ph,18,10,0.555555556,856,9391,9.147507063,0,1.10E+15,0,0.055555556,0.555555556,8,2,2,10,0,-1,1,chose desirable,undesirable fac.,"(9.1e+03,1.77e+05]",FALSE,41
4971,71,X50,1,0,0,1,ph,3,3,1,677,1445,7.275864601,0,111,1,0.5,1,0,3,3,3,1,1,1,chose desirable,desirable fac.,"[0,2.26e+03]",FALSE,345
4972,72,X50,0,1,1,0,ph,26,13,0.5,35079,14056,9.55080463,0,1.00E+25,1,0,0.5,13,0,0,13,1,-1,-1,chose undesirable,undesirable fac.,"(9.1e+03,1.77e+05]",FALSE,306
4973,73,X50,0,0,1,1,ph,25,15,0.6,453,13727,9.527119975,0,1.10E+24,0,0.1,0.4,10,5,-5,10,0,1,-1,chose undesirable,desirable fac.,"(9.1e+03,1.77e+05]",FALSE,527
4974,74,X50,0,1,1,0,ph,22,8,0.363636364,983,11967,9.389908141,0,1.11E+20,1,-0.136363636,0.636363636,14,-6,6,14,1,-1,-1,chose undesirable,undesirable fac.,"(9.1e+03,1.77e+05]",FALSE,417
4975,75,X50,0,1,1,0,ph,8,1,0.125,470,3889,8.265907334,0,10000,1,-0.375,0.875,7,-6,6,7,1,-1,-1,chose undesirable,undesirable fac.,"(3.81e+03,5.83e+03]",FALSE,39
4976,76,X50,0,0,1,1,ph,8,3,0.375,623,4246,8.353732642,0,11100000,0,-0.125,0.625,5,-2,2,5,0,1,-1,chose undesirable,desirable fac.,"(3.81e+03,5.83e+03]",FALSE,396
4978,78,X50,1,0,0,1,ph,12,7,0.583333333,71,6076,8.712101864,0,1110101110,1,0.083333333,0.583333333,5,2,2,7,1,1,1,chose desirable,desirable fac.,"(5.83e+03,9.1e+03]",FALSE,26
4979,79,X50,1,0,0,1,ph,5,3,0.6,493,2468,7.811163385,0,10011,1,0.1,0.6,2,1,1,3,1,1,1,chose desirable,desirable fac.,"(2.26e+03,3.81e+03]",FALSE,268
4980,80,X50,0,0,0,0,tv,5,0,0,527,2728,7.911324019,0,0,1,-0.5,1,5,-5,5,5,1,-1,-1,chose undesirable,undesirable fac.,"(2.26e+03,3.81e+03]",FALSE,528
4981,81,X50,0,0,0,0,tv,17,9,0.529411765,1469,9121,9.118334726,0,1.11E+16,1,0.029411765,0.470588235,8,1,-1,8,1,-1,-1,chose undesirable,undesirable fac.,"(9.1e+03,1.77e+05]",FALSE,321
4982,82,X50,0,0,1,1,ph,70,47,0.671428571,4135,38301,10.55323128,0,1.10E+69,0,0.171428571,0.328571429,23,24,-24,23,0,1,-1,chose undesirable,desirable fac.,"(9.1e+03,1.77e+05]",FALSE,351
4983,83,X50,1,1,0,0,ph,42,19,0.452380952,3736,23090,10.0471549,0,1.11E+35,0,-0.047619048,0.452380952,23,-4,-4,19,0,-1,1,chose desirable,undesirable fac.,"(9.1e+03,1.77e+05]",FALSE,540
4984,84,X50,1,1,0,0,ph,17,11,0.647058824,423,9200,9.126958763,0,1.10E+16,0,0.147058824,0.647058824,6,5,5,11,0,-1,1,chose desirable,undesirable fac.,"(9.1e+03,1.77e+05]",FALSE,400
4985,85,X50,0,1,0,1,tv,8,2,0.25,775,4201,8.343077871,4,110000,0,-0.25,0.75,6,-4,4,6,0,1,-1,chose undesirable,desirable fac.,"(3.81e+03,5.83e+03]",FALSE,351
4986,86,X50,1,1,1,1,tv,7,5,0.714285714,1978,3837,8.25244609,2,111011,1,0.214285714,0.714285714,2,3,3,5,1,1,1,chose desirable,desirable fac.,"(3.81e+03,5.83e+03]",FALSE,537
4988,88,X50,0,1,1,0,ph,5,2,0.4,927,2589,7.85902698,4,11,1,-0.1,0.6,3,-1,1,3,1,-1,-1,chose undesirable,undesirable fac.,"(2.26e+03,3.81e+03]",FALSE,389
4989,89,X50,1,0,0,1,ph,11,6,0.545454545,237,5742,8.655562861,0,11011010010,1,0.045454545,0.545454545,5,1,1,6,1,1,1,chose desirable,desirable fac.,"(3.81e+03,5.83e+03]",FALSE,242
4990,90,X50,0,0,1,1,ph,5,2,0.4,1082,2387,7.777792626,0,1001,0,-0.1,0.6,3,-1,1,3,0,1,-1,chose undesirable,desirable fac.,"(2.26e+03,3.81e+03]",FALSE,187
4991,91,X50,1,1,0,0,ph,41,19,0.463414634,2341,22216,10.00856803,19,1.01E+40,0,-0.036585366,0.463414634,22,-3,-3,19,0,-1,1,chose desirable,undesirable fac.,"(9.1e+03,1.77e+05]",FALSE,216
4992,92,X50,1,1,1,1,tv,20,13,0.65,1508,10881,9.294773428,2,1.01E+18,1,0.15,0.65,7,6,6,13,1,1,1,chose desirable,desirable fac.,"(9.1e+03,1.77e+05]",FALSE,431
4993,93,X50,0,1,1,0,ph,11,4,0.363636364,926,5840,8.672486076,0,10101000100,1,-0.136363636,0.636363636,7,-3,3,7,1,-1,-1,chose undesirable,undesirable fac.,"(5.83e+03,9.1e+03]",FALSE,340
4994,94,X50,0,1,0,1,tv,7,2,0.285714286,816,3441,8.143517406,1,1001,0,-0.214285714,0.714285714,5,-3,3,5,0,1,-1,chose undesirable,desirable fac.,"(2.26e+03,3.81e+03]",FALSE,141
4995,95,X50,0,1,1,0,ph,5,2,0.4,1669,2327,7.752335163,0,10001,1,-0.1,0.6,3,-1,1,3,1,-1,-1,chose undesirable,undesirable fac.,"(2.26e+03,3.81e+03]",FALSE,127
4996,96,X50,0,0,0,0,tv,25,11,0.44,4288,13682,9.523836379,0,1.00E+23,1,-0.06,0.56,14,-3,3,14,1,-1,-1,chose undesirable,undesirable fac.,"(9.1e+03,1.77e+05]",FALSE,482
4997,97,X50,0,1,1,0,ph,23,8,0.347826087,247,12408,9.426096705,0,1.10E+18,1,-0.152173913,0.652173913,15,-7,7,15,1,-1,-1,chose undesirable,undesirable fac.,"(9.1e+03,1.77e+05]",FALSE,308
4998,98,X50,0,1,0,1,tv,8,3,0.375,700,4098,8.318254329,0,11010000,0,-0.125,0.625,5,-2,2,5,0,1,-1,chose undesirable,desirable fac.,"(3.81e+03,5.83e+03]",FALSE,248
4999,99,X50,1,0,0,1,ph,5,5,1,1566,2588,7.858640656,2,11111,1,0.5,1,0,5,5,5,1,1,1,chose desirable,desirable fac.,"(2.26e+03,3.81e+03]",FALSE,388
5000,100,X50,0,1,1,0,ph,4,0,0,393,2056,7.628517627,0,0,1,-0.5,1,4,-4,4,4,1,-1,-1,chose undesirable,undesirable fac.,"[0,2.26e+03]",FALSE,406
5002,2,X51,1,1,0,0,ph,4,2,0.5,723,2116,7.657282793,0,1010,0,0,0.5,2,0,0,2,0,-1,1,chose desirable,undesirable fac.,"[0,2.26e+03]",FALSE,466
5003,3,X51,0,0,1,1,ph,5,2,0.4,609,2638,7.877776333,0,101,0,-0.1,0.6,3,-1,1,3,0,1,-1,chose undesirable,desirable fac.,"(2.26e+03,3.81e+03]",FALSE,438
5004,4,X51,0,1,1,0,ph,6,1,0.166666667,702,2760,7.922985959,0,100000,1,-0.333333333,0.833333333,5,-4,4,5,1,-1,-1,chose undesirable,undesirable fac.,"(2.26e+03,3.81e+03]",FALSE,10
