,ID,trial,chooseDes,whichWorld,chooseTV,desWorld,whatIsDes,seqLength,desCount,desProp,RT.lev,RT.raw,RT.log,aniFlagCount,outcomeDesSeq,correct,desPropC,evidForChoice,undesCount,desDiff,diffForChoice,itemsForChoiceCount,chooseDes.m,desWorldC,chooseDesC,chooseDesF,desWorldF,RTq5,timingFlag,timingRelative
997,97,X10,0,1,1,0,ph,32,14,0.4375,151,17408,9.76468515,0,1.01E+31,1,-0.0625,0.5625,18,-4,4,18,1,-1,-1,chose undesirable,undesirable fac.,"(9.1e+03,1.77e+05]",FALSE,358
998,98,X10,1,0,1,0,tv,19,12,0.631578947,787,10007,9.211040127,0,1.01E+18,0,0.131578947,0.631578947,7,5,5,12,0,-1,1,chose desirable,undesirable fac.,"(9.1e+03,1.77e+05]",FALSE,107
999,99,X10,1,0,0,1,ph,9,6,0.666666667,1152,4841,8.48487659,4,1111011,1,0.166666667,0.666666667,3,3,3,6,1,1,1,chose desirable,desirable fac.,"(3.81e+03,5.83e+03]",FALSE,441
1000,100,X10,0,1,1,0,ph,8,2,0.25,1520,4380,8.384804003,1,101000,1,-0.25,0.75,6,-4,4,6,1,-1,-1,chose undesirable,undesirable fac.,"(3.81e+03,5.83e+03]",FALSE,530
1002,2,X11,1,0,0,1,ph,3,2,0.666666667,1375,1227,7.112327445,0,101,1,0.166666667,0.666666667,1,1,1,2,1,1,1,chose desirable,desirable fac.,"[0,2.26e+03]",FALSE,127
1003,3,X11,1,1,0,0,ph,11,6,0.545454545,976,5608,8.631949429,0,11010001110,0,0.045454545,0.545454545,5,1,1,6,0,-1,1,chose desirable,undesirable fac.,"(3.81e+03,5.83e+03]",FALSE,108
1004,4,X11,1,0,0,1,ph,5,5,1,478,2480,7.816013839,0,11111,1,0.5,1,0,5,5,5,1,1,1,chose desirable,desirable fac.,"(2.26e+03,3.81e+03]",FALSE,280
1006,6,X11,0,1,1,0,ph,17,6,0.352941176,739,9251,9.132486933,0,1.10E+15,1,-0.147058824,0.647058824,11,-5,5,11,1,-1,-1,chose undesirable,undesirable fac.,"(9.1e+03,1.77e+05]",FALSE,451
1007,7,X11,0,0,0,0,tv,5,2,0.4,111,2456,7.806289289,0,1001,1,-0.1,0.6,3,-1,1,3,1,-1,-1,chose undesirable,undesirable fac.,"(2.26e+03,3.81e+03]",FALSE,256
1008,8,X11,0,1,0,1,tv,5,1,0.2,495,2568,7.850882665,0,10000,0,-0.3,0.8,4,-3,3,4,0,1,-1,chose undesirable,desirable fac.,"(2.26e+03,3.81e+03]",FALSE,368
1009,9,X11,1,0,0,1,ph,11,8,0.727272727,559,5627,8.635331719,0,11011110110,1,0.227272727,0.727272727,3,5,5,8,1,1,1,chose desirable,desirable fac.,"(3.81e+03,5.83e+03]",FALSE,127
1011,11,X11,1,1,0,0,ph,3,2,0.666666667,1478,1464,7.288927695,0,110,0,0.166666667,0.666666667,1,1,1,2,0,-1,1,chose desirable,undesirable fac.,"[0,2.26e+03]",FALSE,364
1012,12,X11,0,0,0,0,tv,14,7,0.5,503,7256,8.889583992,0,1.11E+13,1,0,0.5,7,0,0,7,1,-1,-1,chose undesirable,undesirable fac.,"(5.83e+03,9.1e+03]",FALSE,106
1013,13,X11,1,1,1,1,tv,19,11,0.578947368,623,10353,9.245031612,2,1.01E+17,1,0.078947368,0.578947368,8,3,3,11,1,1,1,chose desirable,desirable fac.,"(9.1e+03,1.77e+05]",FALSE,453
1014,14,X11,1,0,0,1,ph,4,4,1,2087,1756,7.470793774,0,1111,1,0.5,1,0,4,4,4,1,1,1,chose desirable,desirable fac.,"[0,2.26e+03]",FALSE,106
1016,16,X11,1,1,1,1,tv,11,7,0.636363636,711,5959,8.692657961,0,1101110110,1,0.136363636,0.636363636,4,3,3,7,1,1,1,chose desirable,desirable fac.,"(5.83e+03,9.1e+03]",FALSE,459
1017,17,X11,0,1,1,0,ph,7,0,0,2977,3774,8.235890726,0,0,1,-0.5,1,7,-7,7,7,1,-1,-1,chose undesirable,undesirable fac.,"(2.26e+03,3.81e+03]",FALSE,474
1018,18,X11,1,1,1,1,tv,11,8,0.727272727,2640,5520,8.616133139,0,1110111101,1,0.227272727,0.727272727,3,5,5,8,1,1,1,chose desirable,desirable fac.,"(3.81e+03,5.83e+03]",FALSE,20
1019,19,X11,0,1,1,0,ph,7,1,0.142857143,198,3608,8.190908881,0,100000,1,-0.357142857,0.857142857,6,-5,5,6,1,-1,-1,chose undesirable,undesirable fac.,"(2.26e+03,3.81e+03]",FALSE,308
1020,20,X11,1,0,0,1,ph,21,12,0.571428571,436,11431,9.344084242,0,1.00E+20,1,0.071428571,0.571428571,9,3,3,12,1,1,1,chose desirable,desirable fac.,"(9.1e+03,1.77e+05]",FALSE,431
1021,21,X11,1,1,1,1,tv,18,11,0.611111111,837,9552,9.164505836,3,1.01E+17,1,0.111111111,0.611111111,7,4,4,11,1,1,1,chose desirable,desirable fac.,"(9.1e+03,1.77e+05]",FALSE,202
1022,22,X11,1,0,0,1,ph,6,5,0.833333333,910,3233,8.081165778,0,101111,1,0.333333333,0.833333333,1,4,4,5,1,1,1,chose desirable,desirable fac.,"(2.26e+03,3.81e+03]",FALSE,483
1023,23,X11,1,0,0,1,ph,22,11,0.5,902,11751,9.371693622,0,1.01E+21,1,0,0.5,11,0,0,11,1,1,1,chose desirable,desirable fac.,"(9.1e+03,1.77e+05]",FALSE,201
1024,24,X11,1,1,1,1,tv,26,19,0.730769231,67,13824,9.534161491,13,1.10E+25,1,0.230769231,0.730769231,7,12,12,19,1,1,1,chose desirable,desirable fac.,"(9.1e+03,1.77e+05]",FALSE,74
1025,25,X11,0,0,0,0,tv,4,0,0,278,1824,7.508787171,0,0,1,-0.5,1,4,-4,4,4,1,-1,-1,chose undesirable,undesirable fac.,"[0,2.26e+03]",FALSE,174
1027,27,X11,1,0,0,1,ph,10,7,0.7,167,5295,8.574518258,0,101101111,1,0.2,0.7,3,4,4,7,1,1,1,chose desirable,desirable fac.,"(3.81e+03,5.83e+03]",FALSE,345
1028,28,X11,1,1,1,1,tv,7,4,0.571428571,415,3385,8.127109185,0,11110,1,0.071428571,0.571428571,3,1,1,4,1,1,1,chose desirable,desirable fac.,"(2.26e+03,3.81e+03]",FALSE,85
1029,29,X11,1,1,1,1,tv,31,19,0.612903226,1488,16706,9.723523215,0,1.01E+30,1,0.112903226,0.612903226,12,7,7,19,1,1,1,chose desirable,desirable fac.,"(9.1e+03,1.77e+05]",FALSE,206
1030,30,X11,0,0,1,1,ph,8,3,0.375,986,4017,8.298290634,4,101001,0,-0.125,0.625,5,-2,2,5,0,1,-1,chose undesirable,desirable fac.,"(3.81e+03,5.83e+03]",FALSE,167
1031,31,X11,0,1,1,0,ph,15,3,0.2,541,7984,8.985194818,0,1.00E+14,1,-0.3,0.8,12,-9,9,12,1,-1,-1,chose undesirable,undesirable fac.,"(5.83e+03,9.1e+03]",FALSE,284
1032,32,X11,1,0,0,1,ph,5,5,1,1014,2720,7.908387159,0,11111,1,0.5,1,0,5,5,5,1,1,1,chose desirable,desirable fac.,"(2.26e+03,3.81e+03]",FALSE,520
1033,33,X11,1,0,0,1,ph,27,18,0.666666667,3902,14570,9.586719899,0,1.11E+26,1,0.166666667,0.666666667,9,9,9,18,1,1,1,chose desirable,desirable fac.,"(9.1e+03,1.77e+05]",FALSE,270
1034,34,X11,0,0,0,0,tv,9,2,0.222222222,631,4503,8.41249912,1,100010000,1,-0.277777778,0.777777778,7,-5,5,7,1,-1,-1,chose undesirable,undesirable fac.,"(3.81e+03,5.83e+03]",FALSE,103
1037,37,X11,0,0,0,0,tv,13,4,0.307692308,2030,6717,8.812396905,0,11010000001,1,-0.192307692,0.692307692,9,-5,5,9,1,-1,-1,chose undesirable,undesirable fac.,"(5.83e+03,9.1e+03]",FALSE,117
1038,38,X11,1,1,1,1,tv,28,11,0.392857143,1430,14966,9.613536241,0,1.00E+27,1,-0.107142857,0.392857143,17,-6,-6,11,1,1,1,chose desirable,desirable fac.,"(9.1e+03,1.77e+05]",FALSE,116
1039,39,X11,0,0,0,0,tv,10,4,0.4,282,5268,8.569406063,0,1101100000,1,-0.1,0.6,6,-2,2,6,1,-1,-1,chose undesirable,undesirable fac.,"(3.81e+03,5.83e+03]",FALSE,318
1040,40,X11,0,1,1,0,ph,14,4,0.285714286,13,7269,8.891374009,0,10011010000,1,-0.214285714,0.714285714,10,-6,6,10,1,-1,-1,chose undesirable,undesirable fac.,"(5.83e+03,9.1e+03]",FALSE,119
1041,41,X11,0,1,1,0,ph,20,5,0.25,71,10961,9.302098797,1,1.00E+18,1,-0.25,0.75,15,-10,10,15,1,-1,-1,chose undesirable,undesirable fac.,"(9.1e+03,1.77e+05]",FALSE,511
1042,42,X11,0,1,1,0,ph,41,16,0.390243902,1161,22300,10.01234196,0,1.01E+40,1,-0.109756098,0.609756098,25,-9,9,25,1,-1,-1,chose undesirable,undesirable fac.,"(9.1e+03,1.77e+05]",FALSE,300
1043,43,X11,1,0,0,1,ph,3,3,1,552,1439,7.271703707,0,111,1,0.5,1,0,3,3,3,1,1,1,chose desirable,desirable fac.,"[0,2.26e+03]",FALSE,339
1044,44,X11,0,0,0,0,tv,4,2,0.5,291,1994,7.597897951,0,11,1,0,0.5,2,0,0,2,1,-1,-1,chose undesirable,undesirable fac.,"[0,2.26e+03]",FALSE,344
1045,45,X11,0,0,0,0,tv,35,13,0.371428571,1719,18961,9.850139517,0,1.00E+34,1,-0.128571429,0.628571429,22,-9,9,22,1,-1,-1,chose undesirable,undesirable fac.,"(9.1e+03,1.77e+05]",FALSE,261
1046,46,X11,1,1,1,1,tv,26,11,0.423076923,278,14008,9.547383874,0,1.00E+24,1,-0.076923077,0.423076923,15,-4,-4,11,1,1,1,chose desirable,desirable fac.,"(9.1e+03,1.77e+05]",FALSE,258
1047,47,X11,0,0,1,1,ph,8,5,0.625,461,3873,8.26178468,0,11010101,0,0.125,0.375,3,2,-2,3,0,1,-1,chose undesirable,desirable fac.,"(3.81e+03,5.83e+03]",FALSE,23
1048,48,X11,1,1,1,1,tv,5,5,1,1255,2435,7.797702036,2,11111,1,0.5,1,0,5,5,5,1,1,1,chose desirable,desirable fac.,"(2.26e+03,3.81e+03]",FALSE,235
1049,49,X11,1,1,0,0,ph,18,9,0.5,990,9808,9.190953658,0,1.10E+15,0,0,0.5,9,0,0,9,0,-1,1,chose desirable,undesirable fac.,"(9.1e+03,1.77e+05]",FALSE,458
1050,50,X11,1,0,0,1,ph,6,4,0.666666667,81,3176,8.063377822,0,11110,1,0.166666667,0.666666667,2,2,2,4,1,1,1,chose desirable,desirable fac.,"(2.26e+03,3.81e+03]",FALSE,426
1051,51,X11,0,0,0,0,tv,44,14,0.318181818,1215,23739,10.07487454,2,1.11E+43,1,-0.181818182,0.681818182,30,-16,16,30,1,-1,-1,chose undesirable,undesirable fac.,"(9.1e+03,1.77e+05]",FALSE,89
1053,53,X11,1,1,1,1,tv,10,7,0.7,630,5031,8.52337405,0,1100111101,1,0.2,0.7,3,4,4,7,1,1,1,chose desirable,desirable fac.,"(3.81e+03,5.83e+03]",FALSE,81
1054,54,X11,1,0,0,1,ph,6,4,0.666666667,261,2852,7.955775782,0,11110,1,0.166666667,0.666666667,2,2,2,4,1,1,1,chose desirable,desirable fac.,"(2.26e+03,3.81e+03]",FALSE,102
1055,55,X11,0,1,0,1,tv,9,5,0.555555556,3846,4566,8.426392827,0,110000111,0,0.055555556,0.444444444,4,1,-1,4,0,1,-1,chose undesirable,desirable fac.,"(3.81e+03,5.83e+03]",FALSE,166
1056,56,X11,0,0,0,0,tv,30,10,0.333333333,1079,16085,9.68564244,0,1.10E+28,1,-0.166666667,0.666666667,20,-10,10,20,1,-1,-1,chose undesirable,undesirable fac.,"(9.1e+03,1.77e+05]",FALSE,135
1057,57,X11,0,0,0,0,tv,22,11,0.5,842,11870,9.381769488,3,1.00E+21,1,0,0.5,11,0,0,11,1,-1,-1,chose undesirable,undesirable fac.,"(9.1e+03,1.77e+05]",FALSE,320
1058,58,X11,0,0,0,0,tv,14,4,0.285714286,394,7646,8.941937914,0,1.11E+13,1,-0.214285714,0.714285714,10,-6,6,10,1,-1,-1,chose undesirable,undesirable fac.,"(5.83e+03,9.1e+03]",FALSE,496
1059,59,X11,1,0,0,1,ph,14,9,0.642857143,1335,7672,8.945332617,0,1.11E+11,1,0.142857143,0.642857143,5,4,4,9,1,1,1,chose desirable,desirable fac.,"(5.83e+03,9.1e+03]",FALSE,522
1060,60,X11,1,1,1,1,tv,10,7,0.7,1455,5461,8.605387202,1,1001011111,1,0.2,0.7,3,4,4,7,1,1,1,chose desirable,desirable fac.,"(3.81e+03,5.83e+03]",FALSE,511
1061,61,X11,1,1,1,1,tv,6,5,0.833333333,609,2848,7.954372273,0,111011,1,0.333333333,0.833333333,1,4,4,5,1,1,1,chose desirable,desirable fac.,"(2.26e+03,3.81e+03]",FALSE,98
1062,62,X11,0,0,0,0,tv,10,1,0.1,1343,4968,8.510772624,0,100000000,1,-0.4,0.9,9,-8,8,9,1,-1,-1,chose undesirable,undesirable fac.,"(3.81e+03,5.83e+03]",FALSE,18
1063,63,X11,1,0,1,0,tv,11,7,0.636363636,244,5751,8.657129032,0,11111010010,0,0.136363636,0.636363636,4,3,3,7,0,-1,1,chose desirable,undesirable fac.,"(3.81e+03,5.83e+03]",FALSE,251
1064,64,X11,1,1,1,1,tv,12,8,0.666666667,1216,6269,8.743372131,0,1.01E+11,1,0.166666667,0.666666667,4,4,4,8,1,1,1,chose desirable,desirable fac.,"(5.83e+03,9.1e+03]",FALSE,219
1065,65,X11,0,0,0,0,tv,6,0,0,2350,3231,8.080546966,0,0,1,-0.5,1,6,-6,6,6,1,-1,-1,chose undesirable,undesirable fac.,"(2.26e+03,3.81e+03]",FALSE,481
1066,66,X11,1,0,0,1,ph,4,4,1,55,2036,7.618742378,0,1111,1,0.5,1,0,4,4,4,1,1,1,chose desirable,desirable fac.,"[0,2.26e+03]",FALSE,386
1067,67,X11,0,1,1,0,ph,11,4,0.363636364,903,5516,8.615408239,0,110001001,1,-0.136363636,0.636363636,7,-3,3,7,1,-1,-1,chose undesirable,undesirable fac.,"(3.81e+03,5.83e+03]",FALSE,16
1068,68,X11,1,0,1,0,tv,6,4,0.666666667,215,3176,8.063377822,0,111010,0,0.166666667,0.666666667,2,2,2,4,0,-1,1,chose desirable,undesirable fac.,"(2.26e+03,3.81e+03]",FALSE,426
1069,69,X11,0,0,0,0,tv,13,2,0.153846154,1446,7008,8.854807633,0,1000000100,1,-0.346153846,0.846153846,11,-9,9,11,1,-1,-1,chose undesirable,undesirable fac.,"(5.83e+03,9.1e+03]",FALSE,408
1070,70,X11,0,1,1,0,ph,23,10,0.434782609,488,12399,9.425371103,0,1.01E+21,1,-0.065217391,0.565217391,13,-3,3,13,1,-1,-1,chose undesirable,undesirable fac.,"(9.1e+03,1.77e+05]",FALSE,299
1071,71,X11,1,0,0,1,ph,7,6,0.857142857,423,3431,8.140607043,1,111111,1,0.357142857,0.857142857,1,5,5,6,1,1,1,chose desirable,desirable fac.,"(2.26e+03,3.81e+03]",FALSE,131
1072,72,X11,1,0,0,1,ph,9,8,0.888888889,446,4545,8.421783007,0,111011111,1,0.388888889,0.888888889,1,7,7,8,1,1,1,chose desirable,desirable fac.,"(3.81e+03,5.83e+03]",FALSE,145
1073,73,X11,1,0,0,1,ph,12,7,0.583333333,981,6239,8.738575192,0,1.01E+11,1,0.083333333,0.583333333,5,2,2,7,1,1,1,chose desirable,desirable fac.,"(5.83e+03,9.1e+03]",FALSE,189
1074,74,X11,0,1,1,0,ph,14,5,0.357142857,166,7247,8.888342869,0,1.10E+13,1,-0.142857143,0.642857143,9,-4,4,9,1,-1,-1,chose undesirable,undesirable fac.,"(5.83e+03,9.1e+03]",FALSE,97
1075,75,X11,1,1,0,0,ph,33,14,0.424242424,547,17744,9.78380271,0,1.00E+28,0,-0.075757576,0.424242424,19,-5,-5,14,0,-1,1,chose desirable,undesirable fac.,"(9.1e+03,1.77e+05]",FALSE,144
1076,76,X11,1,0,0,1,ph,19,13,0.684210526,1024,9992,9.209540052,0,1.11E+17,1,0.184210526,0.684210526,6,7,7,13,1,1,1,chose desirable,desirable fac.,"(9.1e+03,1.77e+05]",FALSE,92
1078,78,X11,1,1,0,0,ph,4,3,0.75,432,1987,7.594381243,0,1110,0,0.25,0.75,1,2,2,3,0,-1,1,chose desirable,undesirable fac.,"[0,2.26e+03]",FALSE,337
1079,79,X11,0,0,1,1,ph,5,2,0.4,469,2300,7.740664402,1,1100,0,-0.1,0.6,3,-1,1,3,0,1,-1,chose undesirable,desirable fac.,"(2.26e+03,3.81e+03]",FALSE,100
1080,80,X11,0,0,0,0,tv,29,10,0.344827586,1751,15863,9.671744632,0,1.00E+27,1,-0.155172414,0.655172414,19,-9,9,19,1,-1,-1,chose undesirable,undesirable fac.,"(9.1e+03,1.77e+05]",FALSE,463
1081,81,X11,0,0,0,0,tv,14,3,0.214285714,590,7600,8.935903526,0,1.10E+11,1,-0.285714286,0.785714286,11,-8,8,11,1,-1,-1,chose undesirable,undesirable fac.,"(5.83e+03,9.1e+03]",FALSE,450
1082,82,X11,0,1,1,0,ph,39,14,0.358974359,8559,21076,9.955890231,0,1.00E+37,1,-0.141025641,0.641025641,25,-11,11,25,1,-1,-1,chose undesirable,undesirable fac.,"(9.1e+03,1.77e+05]",FALSE,176
1083,83,X11,1,0,0,1,ph,10,6,0.6,26575,5328,8.580731212,1,1001011011,1,0.1,0.6,4,2,2,6,1,1,1,chose desirable,desirable fac.,"(3.81e+03,5.83e+03]",FALSE,378
1084,84,X11,1,0,0,1,ph,32,18,0.5625,601,17350,9.761347785,0,1.00E+29,1,0.0625,0.5625,14,4,4,18,1,1,1,chose desirable,desirable fac.,"(9.1e+03,1.77e+05]",FALSE,300
1085,85,X11,1,1,1,1,tv,15,10,0.666666667,859,7940,8.979668554,3,11111111011,1,0.166666667,0.666666667,5,5,5,10,1,1,1,chose desirable,desirable fac.,"(5.83e+03,9.1e+03]",FALSE,240
1086,86,X11,1,0,1,0,tv,25,12,0.48,604,13732,9.527484155,8,1.11E+22,0,-0.02,0.48,13,-1,-1,12,0,-1,1,chose desirable,undesirable fac.,"(9.1e+03,1.77e+05]",FALSE,532
1088,88,X11,1,0,0,1,ph,9,7,0.777777778,2316,4627,8.439663989,6,111110110,1,0.277777778,0.777777778,2,5,5,7,1,1,1,chose desirable,desirable fac.,"(3.81e+03,5.83e+03]",FALSE,227
1089,89,X11,1,0,0,1,ph,10,10,1,1473,5497,8.611957768,0,1111111111,1,0.5,1,0,10,10,10,1,1,1,chose desirable,desirable fac.,"(3.81e+03,5.83e+03]",FALSE,547
1090,90,X11,0,0,1,1,ph,9,4,0.444444444,3935,4466,8.404248432,0,111010,0,-0.055555556,0.555555556,5,-1,1,5,0,1,-1,chose undesirable,desirable fac.,"(3.81e+03,5.83e+03]",FALSE,66
1091,91,X11,1,0,0,1,ph,23,14,0.608695652,9450,12237,9.412219428,12,1.10E+22,1,0.108695652,0.608695652,9,5,5,14,1,1,1,chose desirable,desirable fac.,"(9.1e+03,1.77e+05]",FALSE,137
1092,92,X11,0,0,0,0,tv,14,5,0.357142857,1547,7681,8.946505026,0,1.00E+13,1,-0.142857143,0.642857143,9,-4,4,9,1,-1,-1,chose undesirable,undesirable fac.,"(5.83e+03,9.1e+03]",FALSE,531
1093,93,X11,1,0,0,1,ph,8,5,0.625,1960,3969,8.286269453,0,1010111,1,0.125,0.625,3,2,2,5,1,1,1,chose desirable,desirable fac.,"(3.81e+03,5.83e+03]",FALSE,119
1094,94,X11,0,1,0,1,tv,16,7,0.4375,1130,8789,9.081256219,5,1.01E+13,0,-0.0625,0.5625,9,-2,2,9,0,1,-1,chose undesirable,desirable fac.,"(5.83e+03,9.1e+03]",FALSE,539
1095,95,X11,0,1,1,0,ph,13,5,0.384615385,756,6658,8.803574418,0,1.01E+12,1,-0.115384615,0.615384615,8,-3,3,8,1,-1,-1,chose undesirable,undesirable fac.,"(5.83e+03,9.1e+03]",FALSE,58
1096,96,X11,0,0,0,0,tv,12,7,0.583333333,95,6505,8.780326391,0,10101101110,1,0.083333333,0.416666667,5,2,-2,5,1,-1,-1,chose undesirable,undesirable fac.,"(5.83e+03,9.1e+03]",FALSE,455
1097,97,X11,0,1,1,0,ph,13,5,0.384615385,686,7144,8.874028123,0,1.10E+12,1,-0.115384615,0.615384615,8,-3,3,8,1,-1,-1,chose undesirable,undesirable fac.,"(5.83e+03,9.1e+03]",FALSE,544
1098,98,X11,0,0,0,0,tv,12,4,0.333333333,7839,6338,8.75431854,0,1000001011,1,-0.166666667,0.666666667,8,-4,4,8,1,-1,-1,chose undesirable,undesirable fac.,"(5.83e+03,9.1e+03]",FALSE,288
1099,99,X11,1,0,0,1,ph,9,6,0.666666667,2231,4887,8.494333897,2,110011101,1,0.166666667,0.666666667,3,3,3,6,1,1,1,chose desirable,desirable fac.,"(3.81e+03,5.83e+03]",FALSE,487
1100,100,X11,1,0,0,1,ph,6,6,1,941,2832,7.948738455,1,111111,1,0.5,1,0,6,6,6,1,1,1,chose desirable,desirable fac.,"(2.26e+03,3.81e+03]",FALSE,82
1102,2,X12,0,0,1,1,ph,3,1,0.333333333,1235,1188,7.0800265,0,10,0,-0.166666667,0.666666667,2,-1,1,2,0,1,-1,chose undesirable,desirable fac.,"[0,2.26e+03]",FALSE,88
1103,3,X12,1,0,0,1,ph,6,5,0.833333333,618,3246,8.085178748,0,111011,1,0.333333333,0.833333333,1,4,4,5,1,1,1,chose desirable,desirable fac.,"(2.26e+03,3.81e+03]",FALSE,496
1104,4,X12,1,1,0,0,ph,11,6,0.545454545,431,6025,8.703672758,0,10010101110,0,0.045454545,0.545454545,5,1,1,6,0,-1,1,chose desirable,undesirable fac.,"(5.83e+03,9.1e+03]",FALSE,525
1106,6,X12,1,0,0,1,ph,3,2,0.666666667,1095,1544,7.342131731,0,110,1,0.166666667,0.666666667,1,1,1,2,1,1,1,chose desirable,desirable fac.,"[0,2.26e+03]",FALSE,444
1107,7,X12,1,0,1,0,tv,3,2,0.666666667,71,1383,7.232010332,0,110,0,0.166666667,0.666666667,1,1,1,2,0,-1,1,chose desirable,undesirable fac.,"[0,2.26e+03]",FALSE,283
1108,8,X12,1,1,1,1,tv,5,3,0.6,478,2624,7.87245515,0,11100,1,0.1,0.6,2,1,1,3,1,1,1,chose desirable,desirable fac.,"(2.26e+03,3.81e+03]",FALSE,424
1109,9,X12,1,0,0,1,ph,14,10,0.714285714,905,7679,8.946244609,2,1.11E+12,1,0.214285714,0.714285714,4,6,6,10,1,1,1,chose desirable,desirable fac.,"(5.83e+03,9.1e+03]",FALSE,529
1111,11,X12,0,1,1,0,ph,7,2,0.285714286,3541,3784,8.23853693,0,1000001,1,-0.214285714,0.714285714,5,-3,3,5,1,-1,-1,chose undesirable,undesirable fac.,"(2.26e+03,3.81e+03]",FALSE,484
1112,12,X12,1,0,1,0,tv,15,8,0.533333333,537,8054,8.993924141,0,1.10E+13,0,0.033333333,0.533333333,7,1,1,8,0,-1,1,chose desirable,undesirable fac.,"(5.83e+03,9.1e+03]",FALSE,354
1113,13,X12,1,1,1,1,tv,18,12,0.666666667,393,9822,9.192380047,2,1.10E+17,1,0.166666667,0.666666667,6,6,6,12,1,1,1,chose desirable,desirable fac.,"(9.1e+03,1.77e+05]",FALSE,472
1114,14,X12,0,0,1,1,ph,6,2,0.333333333,1463,3241,8.083637203,0,1001,0,-0.166666667,0.666666667,4,-2,2,4,0,1,-1,chose undesirable,desirable fac.,"(2.26e+03,3.81e+03]",FALSE,491
1115,15,X12,0,0,0,0,tv,13,3,0.230769231,137,6968,8.849083519,0,1001000001,1,-0.269230769,0.769230769,10,-7,7,10,1,-1,-1,chose undesirable,undesirable fac.,"(5.83e+03,9.1e+03]",FALSE,368
1116,16,X12,1,1,1,1,tv,15,10,0.666666667,479,7840,8.966994113,0,1.10E+14,1,0.166666667,0.666666667,5,5,5,10,1,1,1,chose desirable,desirable fac.,"(5.83e+03,9.1e+03]",FALSE,140
1117,17,X12,0,0,1,1,ph,14,6,0.428571429,350,7286,8.893709978,0,10010110101,0,-0.071428571,0.571428571,8,-2,2,8,0,1,-1,chose undesirable,desirable fac.,"(5.83e+03,9.1e+03]",FALSE,136
1118,18,X12,0,0,0,0,tv,14,5,0.357142857,2094,7471,8.918784138,0,1.00E+13,1,-0.142857143,0.642857143,9,-4,4,9,1,-1,-1,chose undesirable,undesirable fac.,"(5.83e+03,9.1e+03]",FALSE,321
1119,19,X12,1,0,0,1,ph,11,7,0.636363636,588,5907,8.683893367,0,1101001111,1,0.136363636,0.636363636,4,3,3,7,1,1,1,chose desirable,desirable fac.,"(5.83e+03,9.1e+03]",FALSE,407
1120,20,X12,1,1,0,0,ph,15,10,0.666666667,639,7966,8.982937764,0,1.11E+14,0,0.166666667,0.666666667,5,5,5,10,0,-1,1,chose desirable,undesirable fac.,"(5.83e+03,9.1e+03]",FALSE,266
1121,21,X12,1,1,1,1,tv,7,5,0.714285714,1040,3656,8.204124933,1,1110101,1,0.214285714,0.714285714,2,3,3,5,1,1,1,chose desirable,desirable fac.,"(2.26e+03,3.81e+03]",FALSE,356
1122,22,X12,0,1,1,0,ph,11,3,0.272727273,1046,5553,8.622093601,0,101010000,1,-0.227272727,0.727272727,8,-5,5,8,1,-1,-1,chose undesirable,undesirable fac.,"(3.81e+03,5.83e+03]",FALSE,53
1123,23,X12,1,0,0,1,ph,2,0,0,7,616,6.423246964,0,0,1,-0.5,0,2,-2,-2,0,1,1,1,chose desirable,desirable fac.,"[0,2.26e+03]",FALSE,66
1124,24,X12,1,1,1,1,tv,26,16,0.615384615,73,13920,9.541081934,13,1.10E+24,1,0.115384615,0.615384615,10,6,6,16,1,1,1,chose desirable,desirable fac.,"(9.1e+03,1.77e+05]",FALSE,170
1125,25,X12,1,0,1,0,tv,7,4,0.571428571,478,3808,8.244859396,0,110101,0,0.071428571,0.571428571,3,1,1,4,0,-1,1,chose desirable,undesirable fac.,"(2.26e+03,3.81e+03]",FALSE,508
1126,26,X12,1,1,1,1,tv,16,9,0.5625,1278,8608,9.060447282,4,1.11E+13,1,0.0625,0.5625,7,2,2,9,1,1,1,chose desirable,desirable fac.,"(5.83e+03,9.1e+03]",FALSE,358
1127,27,X12,0,1,1,0,ph,8,0,0,249,3920,8.273846933,0,0,1,-0.5,1,8,-8,8,8,1,-1,-1,chose undesirable,undesirable fac.,"(3.81e+03,5.83e+03]",FALSE,70
1128,28,X12,0,1,0,1,tv,16,8,0.5,840,8650,9.0653146,0,1.11E+13,0,0,0.5,8,0,0,8,0,1,-1,chose undesirable,desirable fac.,"(5.83e+03,9.1e+03]",FALSE,400
1129,29,X12,1,1,1,1,tv,23,12,0.52173913,1001,12206,9.409682913,0,1.00E+19,1,0.02173913,0.52173913,11,1,1,12,1,1,1,chose desirable,desirable fac.,"(9.1e+03,1.77e+05]",FALSE,106
1130,30,X12,1,1,0,0,ph,7,4,0.571428571,1347,3613,8.192293731,5,11110,0,0.071428571,0.571428571,3,1,1,4,0,-1,1,chose desirable,undesirable fac.,"(2.26e+03,3.81e+03]",FALSE,313
1131,31,X12,1,0,0,1,ph,35,20,0.571428571,399,19022,9.853351483,0,1.11E+34,1,0.071428571,0.571428571,15,5,5,20,1,1,1,chose desirable,desirable fac.,"(9.1e+03,1.77e+05]",FALSE,322
1132,32,X12,0,1,1,0,ph,5,1,0.2,375,2352,7.763021309,0,1,1,-0.3,0.8,4,-3,3,4,1,-1,-1,chose undesirable,undesirable fac.,"(2.26e+03,3.81e+03]",FALSE,152
